"ENSEMBL","ENTREZID","SYMBOL","gene_type","logFC","AveExpr","t","P.Value","adj.P.Val"
"ENSG00000254692",NA,NA,"protein_coding",3.77582526057945,-3.19722108225595,3.22252015053695,0.00215308992819916,0.999805648167905
"ENSG00000172058",8293,"SERF1A","protein_coding",2.04285834473656,-1.09325699339752,2.54011624078959,0.013982788815501,0.999805648167905
"ENSG00000148344",9536,"PTGES","protein_coding",2.02763913259235,-0.60746912287525,2.48123566103552,0.0162291292321907,0.999805648167905
"ENSG00000079156",114880,"OSBPL6","protein_coding",2.02076686591687,-1.48591321170854,2.45136795478673,0.017488987423139,0.999805648167905
"ENSG00000181143",94025,"MUC16","protein_coding",2.12031104171443,-0.612476433275909,2.34745704813276,0.0225870232578289,0.999805648167905
"ENSG00000169894",4584,"MUC3A","protein_coding",2.08892504710975,-2.21276990472495,2.28511677612094,0.0262479592260164,0.999805648167905
"ENSG00000242852",163051,"ZNF709","protein_coding",2.0827121750941,1.56418741208315,2.21826135298137,0.0307510072993985,0.999805648167905
"ENSG00000281887",100527949,"GIMAP1-GIMAP5","protein_coding",3.43031673397649,1.91767491302121,2.1958688600424,0.0324049259867673,0.999805648167905
"ENSG00000139329",4060,"LUM","protein_coding",2.08746759896824,-2.31304266584559,2.17348010006646,0.0341363762413698,0.999805648167905
"ENSG00000285130",9414,"TJP2","protein_coding",2.38246416028896,-2.05391474207176,1.99412371233965,0.0511843717005303,0.999805648167905
"ENSG00000284461",NA,NA,"protein_coding",2.37133142982109,-2.43959682720295,1.97064651161253,0.0538857401330476,0.999805648167905
"ENSG00000186081",3852,"KRT5","protein_coding",2.00087610948182,-1.64403015798244,1.95160466962961,0.0561657452127457,0.999805648167905
"ENSG00000284989",NA,NA,"protein_coding",2.55524116097287,-2.25491813443953,1.92845048353193,0.0590489245908567,0.999805648167905
"ENSG00000269711",NA,NA,"protein_coding",2.27035637944019,-3.12602027714441,1.67028933852467,0.100633596332372,0.999805648167905
"ENSG00000258465",NA,NA,"protein_coding",2.0810609832283,-1.62809325451951,1.15737500144736,0.252199299586721,0.999805648167905
