"ENSEMBL","sig95","sig90","sig85","sig80"
"ENSG00000000419",0.827820651358784,0.556909910974861,0.346530856145531,0.497735720092343
"ENSG00000000457",0.686364508788967,0.606775391860582,0.477055525789798,0.388084802117827
"ENSG00000000460",0.627768841129252,0.638293572063298,0.494676667793349,0.390176080279148
"ENSG00000000938",0.777983975972058,0.46370173538244,0.392241945963601,0.428304117682101
"ENSG00000000971",2.69495043974984,1.10349391755562,0.948291238686024,1.41156832412874
"ENSG00000001036",0.959878834425779,0.781382484925573,0.527584252633818,0.483861842216845
"ENSG00000001084",1.43488631781959,0.533713138819577,0.393910752956403,0.425783759792149
"ENSG00000001167",0.701165634932695,0.51567043959624,0.408971864071348,0.448701641060194
"ENSG00000001460",0.957972526910674,0.66929671353386,0.489609349398826,0.570557773567689
"ENSG00000001461",1.03745193936773,0.980385962053794,0.547442903456394,0.543050443751906
"ENSG00000001497",0.844394242110852,0.838181592858434,0.573092488070527,0.629378797079815
"ENSG00000001561",1.67443759418625,1.04209978722732,0.685047476649673,0.940652526499947
"ENSG00000001629",0.858542471301803,0.635107195710946,0.515021394909666,0.568919341287141
"ENSG00000001630",1.07545091836585,1.14594545706982,0.666721093847542,0.647678134820778
"ENSG00000001631",0.809682966642839,0.885484916059155,0.54104188851525,0.775856328950989
"ENSG00000002016",0.77696274999836,0.588857965002411,0.480495947635367,0.466695079373792
"ENSG00000002330",1.10855106046651,0.43426597125263,0.417315010853688,0.491826698398883
"ENSG00000002549",1.24762709299233,1.65777715156692,0.734373835959836,0.93720530967037
"ENSG00000002586",1.29401122664384,0.701296972365026,0.559027974633173,0.770870779972727
"ENSG00000002587",1.82062307639738,1.1610339923388,0.955853837746981,0.746051778013922
"ENSG00000002726",4.84655233988883,2.55607354774344,2.30165860786712,1.52254587483091
"ENSG00000002745",1.09427987407553,1.08107089516423,0.668686710710848,0.551843888546712
"ENSG00000002822",1.07140386732686,0.836328601008949,0.502098547811634,0.526436447424766
"ENSG00000002834",0.844463293709152,0.360669225931134,0.333855437684185,0.428489075669603
"ENSG00000002919",0.613886742992648,0.279103521395444,0.3071717790231,0.426597530059559
"ENSG00000002933",3.92208945285555,2.0052221135092,1.70468422510933,1.5939949615325
"ENSG00000003056",0.746578551253011,0.76746053950411,0.561403205807835,0.58860368346256
"ENSG00000003096",1.44677986452735,1.25492831432122,1.25266839263399,0.933304786573494
"ENSG00000003137",Inf,Inf,31.1760669716463,Inf
"ENSG00000003147",0.860318358692435,0.580521146185445,0.374115065899978,0.381740502725972
"ENSG00000003249",1.19249161798382,1.3515903831438,0.771321652419276,0.838983292179552
"ENSG00000003393",0.801664697767012,0.67109761533311,0.603192216881044,0.462136446373148
"ENSG00000003400",0.852031280610217,0.685674323787564,0.507408370468976,0.602033653837199
"ENSG00000003402",1.01675135668096,0.402648324092468,0.441095084371372,0.429341178844324
"ENSG00000003436",0.638949354705717,0.40992663945857,0.338852031951245,0.325673237083139
"ENSG00000003509",0.802698855414712,0.692918510296477,0.456196886816395,0.627106122990187
"ENSG00000003756",0.748905059619211,0.735846019311102,0.369054529420718,0.406076452180817
"ENSG00000003987",0.737145049284999,0.747957431974729,0.460618178444171,0.527356113854949
"ENSG00000004059",0.528339942075488,0.388595966397852,0.265126982831776,0.318248030345597
"ENSG00000004139",0.931137602866029,0.630051884661873,0.420578614764639,0.640533729962559
"ENSG00000004142",0.469468848819163,0.252336035544981,0.204071625824146,0.332325556344138
"ENSG00000004399",0.940215888631623,1.06108318606909,0.452530827587568,0.639416863412437
"ENSG00000004455",0.475472720066296,0.633791303895153,0.440206698479012,0.565433417707154
"ENSG00000004468",1.35592325602761,0.87492492009901,0.644328423340645,0.658457108377447
"ENSG00000004478",0.902285707340967,0.76812844348773,0.635514525543528,0.511545527708976
"ENSG00000004487",0.731808129036277,0.924138674817324,0.535075157964382,0.574037346080676
"ENSG00000004534",0.67108660869294,0.858316836160401,0.457940083573857,0.555476646419478
"ENSG00000004660",1.019563342444,0.401275435502639,0.364696693066951,0.357531290582286
"ENSG00000004700",0.812294606752345,0.905765302660771,0.604504487688595,0.814598945190481
"ENSG00000004766",0.671200867688979,0.7154977344703,0.463966184584476,0.563708716591728
"ENSG00000004777",2.00334048084822,0.979196825712327,0.768483509306968,0.741563836753984
"ENSG00000004779",1.05059759089838,1.18246759563425,0.623429277253836,0.759007065195493
"ENSG00000004799",1.38282234521415,1.09501178599458,0.651827350209959,0.777112781994003
"ENSG00000004809",1.49375002180123,1.21346430515283,0.809763887446412,0.636578634852482
"ENSG00000004838",1.33510145047218,1.26761263192695,0.921300266018364,0.785299703447027
"ENSG00000004864",0.720161661227001,0.655029317353203,0.601162053293335,0.446046989112219
"ENSG00000004866",0.846950049939711,0.730852041488236,0.464129941505198,0.531904461194546
"ENSG00000004897",0.520727541416424,0.283531198233649,0.233947980973577,0.236097485413051
"ENSG00000004939",1.88210078553847,0.885498971176385,0.777780575322266,0.86871808131079
"ENSG00000004961",0.565537144948195,0.474077422502568,0.259317108285553,0.35932481548575
"ENSG00000004975",0.759526118972887,0.461249380282115,0.338238191478333,0.533690616320083
"ENSG00000005007",0.988972356778181,0.316958739102808,0.331964232264441,0.46245086804489
"ENSG00000005020",0.865357333034395,0.545751721623476,0.519609868241213,0.466034254548971
"ENSG00000005022",0.720272342672095,0.859316438889903,0.465989115385975,0.588154092081311
"ENSG00000005059",0.770465908385411,0.968291677272155,0.446050253171706,0.634639014483047
"ENSG00000005075",0.50800786248535,0.189337186709743,0.183278349306905,0.226486771200954
"ENSG00000005100",0.834464487210488,0.773611959643451,0.546145847595391,0.623659347102306
"ENSG00000005102",1.94653156560339,1.56303963703781,0.908053288819013,0.649471437875814
"ENSG00000005108",2.91858310102114,1.3929371226081,1.09664290105724,0.929391863466989
"ENSG00000005156",0.783995309839607,0.620654927770056,0.43492264923943,0.458981668967061
"ENSG00000005175",0.628072748602601,0.575217761465763,0.332499449141219,0.516757972599499
"ENSG00000005187",1.68259734676114,1.04463263023753,0.787883702555717,0.49199060991964
"ENSG00000005189",0.66848082575159,0.464059627915706,0.510874852838782,0.41480916724591
"ENSG00000005194",0.652196114749602,0.586580054066709,0.430800163244446,0.579025687011778
"ENSG00000005206",0.933138480127119,0.510097783882552,0.329823426105948,0.40411605647971
"ENSG00000005238",0.459684426570234,0.248374106904468,0.140930530835101,0.169491749520181
"ENSG00000005243",2.67705152015347,1.45248090858855,1.00288320792607,1.1363915335369
"ENSG00000005249",0.989299158061836,0.500241951069339,0.550046995066163,0.466602855670352
"ENSG00000005302",0.901537695789307,0.612070990481618,0.436002210935241,0.503308713138768
"ENSG00000005339",1.88969082426465,0.581334811918229,0.639246628133963,0.561422441046737
"ENSG00000005379",1.24185020915931,1.16612798582251,0.726459184908944,0.90014501353699
"ENSG00000005381",2.5031436533965,1.20404235461007,0.732227099866797,0.647465825024921
"ENSG00000005436",0.7567395813781,1.04214831646309,0.580853316468012,0.702593981781899
"ENSG00000005448",1.46695575833054,1.13352351824529,0.635410837846704,0.799058743902436
"ENSG00000005469",1.28584358202594,1.0154130564104,0.665334353553764,0.844819076237893
"ENSG00000005471",1.87590811407647,0.941307681473267,0.621062530613165,0.694890011245777
"ENSG00000005483",1.01846275484646,0.625428451957539,0.396577600222899,0.534059377368241
"ENSG00000005486",0.827200031292052,0.40411181066056,0.307211631010561,0.358696084760065
"ENSG00000005513",2.96966359358642,2.31817987801719,0.848455622173536,0.986435373126488
"ENSG00000005700",0.711037357146452,0.809545591552178,0.507543309475333,0.679797865501611
"ENSG00000005801",0.794110439052438,0.778856303053773,0.587557876956434,0.753826830001196
"ENSG00000005810",0.841037404370424,0.858789557295352,0.490499278532471,0.507736583251686
"ENSG00000005812",0.453462453611991,0.377020411129578,0.289319964887445,0.326004270622208
"ENSG00000005844",1.01811285459737,0.699891549970037,0.516087667694522,0.646603834723203
"ENSG00000005882",1.09152742099693,0.532861047218785,0.413383178568815,0.344456535655344
"ENSG00000005884",1.47050916387108,1.49971456948959,0.928854861255341,0.828232732696113
"ENSG00000005889",0.602443516979684,0.491111030421613,0.348144017229414,0.437665939027583
"ENSG00000005893",0.656372101705011,0.386752245017486,0.377284510634405,0.292550855687856
"ENSG00000005961",1.62377225435677,0.806268432988204,0.946987822202369,0.710986371488848
"ENSG00000006007",0.227781929393469,0.205220411701395,0.162225818004158,0.121476930583766
"ENSG00000006015",0.869855792349259,0.815241589046838,0.38391513496176,0.501915535956826
"ENSG00000006016",1.05730767201177,0.73558363711701,0.603006684585644,0.555273991998702
"ENSG00000006025",1.03024753141686,1.1279582898414,0.597039334090543,0.806490950989681
"ENSG00000006062",0.746180810573578,0.579327879489055,0.244713480337504,0.416334378630675
"ENSG00000006118",0.877576746566018,0.354607649001844,0.384538982020421,0.274447368537808
"ENSG00000006125",0.690160821791965,0.310231455101728,0.34014621606221,0.275496812225812
"ENSG00000006194",0.656368674198679,0.5665578833348,0.427992224378227,0.460541159422852
"ENSG00000006282",0.769586835275411,0.63654135633639,0.509595830702101,0.484662723241438
"ENSG00000006327",1.23947793923053,0.503968173131237,0.455653101687016,0.505881040438981
"ENSG00000006432",1.31811040128331,0.903647887877218,0.505673315613373,0.580937350345626
"ENSG00000006451",0.610257684251859,0.748192569814676,0.446468983860119,0.507339979843582
"ENSG00000006453",0.84459808164059,0.368514737238422,0.349790538827386,0.343195434302727
"ENSG00000006459",0.557427404724947,0.264874265589363,0.257296054281983,0.298076913135964
"ENSG00000006530",0.864457597089682,1.0475473056333,0.583502044598065,0.860425629200173
"ENSG00000006534",1.00355678347799,0.521147868223788,0.437028036290223,0.393038793444204
"ENSG00000006555",1.24349364965242,0.515061018254531,0.550275839507747,0.668156087153163
"ENSG00000006576",0.766153404291761,0.799179605716894,0.429818511124647,0.510789051039033
"ENSG00000006607",0.784492231235769,0.797414267305555,0.50303431863191,0.628802426101517
"ENSG00000006625",1.70072016581471,0.782331823438602,0.481160649870412,0.578166783773645
"ENSG00000006634",1.34203979043383,1.17507415197196,0.738468792416994,0.876134027874103
"ENSG00000006638",0.822814506136463,0.378770244622124,0.57515479310522,0.80203309933473
"ENSG00000006652",0.841481496036317,0.522550435826987,0.373523009561121,0.369695922341692
"ENSG00000006695",0.703060192301085,0.806202126963743,0.570536377679546,0.693027295525959
"ENSG00000006712",0.935335351443525,0.621619349474525,0.335475518464456,0.430933409148573
"ENSG00000006715",0.489483311228317,0.691310032036121,0.328313463036084,0.359851874357591
"ENSG00000006740",0.941069464478623,0.700798997334851,0.36937503146861,0.471902866856015
"ENSG00000006744",0.980142699834147,0.905611960517743,0.553295627328699,0.714671266458129
"ENSG00000006756",0.755429785495947,0.794165571374296,0.339818104458214,0.315215569306397
"ENSG00000006757",1.41862411499293,0.945424512210338,0.790772064483247,0.966461392105386
"ENSG00000006831",0.568676801689081,0.399299358305188,0.3507435243144,0.507605181745047
"ENSG00000007038",2.85458710459714,1.73596709464286,1.08628935754036,1.16499048721653
"ENSG00000007047",0.664529522059229,0.439039145962608,0.325868921485393,0.418358549555701
"ENSG00000007080",0.993615311080337,0.268079101832572,0.205004229470997,0.282400621581868
"ENSG00000007129",1.05274038453919,0.753764704222994,0.321398924497522,0.55439186563081
"ENSG00000007168",0.748538702428012,0.489002017177395,0.431254977024631,0.399710842102158
"ENSG00000007202",0.680690657908112,0.621853489272512,0.346714013241538,0.407748071782642
"ENSG00000007237",0.789691909829465,0.344439401034087,0.48772060029605,0.358263103121861
"ENSG00000007255",1.11815449532239,0.880048310130159,0.485775398305052,0.569384378291678
"ENSG00000007264",2.30974347017333,1.29607047663172,0.90922080985539,1.09726914876285
"ENSG00000007312",1.05242649223245,0.855523490495008,0.433654753458193,0.572890712838109
"ENSG00000007341",0.94160257287623,0.529189959842809,0.504036638562432,0.505486679420189
"ENSG00000007350",2.90777725294668,0.937040801940445,0.977182792711431,1.31917254039821
"ENSG00000007376",0.83270603867492,0.760237463489216,0.315741583278,0.43870392499995
"ENSG00000007392",0.890783502309883,1.00035084297701,0.519326779709329,0.636724167846522
"ENSG00000007402",2.44942139757595,1.58502602727109,0.803624778746101,0.917166401572285
"ENSG00000007516",1.42966347659494,0.701702276983247,0.805788952420193,0.751861208693546
"ENSG00000007520",0.645368602572608,0.605099266426712,0.310120427767426,0.362957151107546
"ENSG00000007541",0.222952735653529,0.237466387084221,0.151797698828239,0.167556938284122
"ENSG00000007545",1.05476843858306,0.735088119260044,0.355593517958081,0.4955908932975
"ENSG00000007923",1.06990651200957,0.909348261204968,0.497845149920765,0.664660996608636
"ENSG00000007944",0.636140325213626,0.474232729906176,0.363829220418627,0.352822862999352
"ENSG00000007968",1.12661448940322,0.447955103331107,0.479950576172799,0.506694957269044
"ENSG00000008018",0.620472445163038,0.607111214645404,0.353745085062899,0.371222341871082
"ENSG00000008083",0.934122147146942,0.421043585378669,0.421069995725986,0.323607715351304
"ENSG00000008086",1.10676191796003,0.46294242987305,0.432548088554873,0.41624336809285
"ENSG00000008128",0.743083325922325,0.457199271793671,0.292755361856108,0.446081052270098
"ENSG00000008130",0.953923807924808,0.433505270276766,0.401685084995637,0.412160753974371
"ENSG00000008226",0.762054183076404,0.445956604879487,0.319297800999083,0.366824736245346
"ENSG00000008256",0.784406779441338,1.01771888744306,0.618203649733966,0.504177839931329
"ENSG00000008277",1.12413619647425,0.919010642645367,0.705842448309805,0.924371119531175
"ENSG00000008282",0.856360832418176,0.492319685318013,0.290917663765896,0.373551151236188
"ENSG00000008283",1.03500196242409,0.65873401191395,0.555576562835276,0.66686849237172
"ENSG00000008294",0.965887119301281,0.291481814449749,0.326570079753816,0.326486089325849
"ENSG00000008300",1.53807381932184,0.964628466819164,0.939285513007379,1.10885973051116
"ENSG00000008311",1.57140939410053,1.33699029793203,0.996488965459255,1.21688609439973
"ENSG00000008323",1.28796496574487,0.756642960855053,0.454986233314314,0.409525759105533
"ENSG00000008324",0.876303927877274,0.512475133266299,0.413493053668191,0.650754186114982
"ENSG00000008382",0.875594467892158,0.493891717839708,0.323808968616272,0.454359943662983
"ENSG00000008394",0.606873600308774,0.724133138280681,0.421249537332066,0.3464557043048
"ENSG00000008405",1.32546458348049,0.907301287014151,0.640157162524754,0.623116224695702
"ENSG00000008438",1.49982723384915,1.07696082058712,0.575641900681895,0.605770642468417
"ENSG00000008441",0.879260992132326,0.977702299265926,0.740500769314249,0.649032244408739
"ENSG00000008513",0.450334788225956,0.26763183534925,0.233126391086176,0.218972004015768
"ENSG00000008516",2.12479343242921,1.06766702349751,0.656843283384066,0.692438008953764
"ENSG00000008517",1.41388249301121,0.871395987561229,0.604764403706687,1.04333029748685
"ENSG00000008710",1.02549902469983,0.842960895857879,0.548555673386316,0.595076954665707
"ENSG00000008838",0.938223760894001,0.874697558745525,0.419745452181682,0.475406102554396
"ENSG00000008853",1.10436701297787,0.712290126399149,0.434705674495962,0.677714311148307
"ENSG00000008869",0.687803126913176,0.734350947145819,0.519459915964589,0.560835605018195
"ENSG00000008952",0.584806509072773,0.28539759891549,0.202405909620717,0.249744933656089
"ENSG00000008988",0.872473035028341,0.68839949783731,0.550221738144127,0.63828747667131
"ENSG00000009307",0.644402230788284,0.19275215194932,0.198882037996473,0.237462164156098
"ENSG00000009335",0.798774796444034,0.547482620829227,0.40202850906933,0.645315383622972
"ENSG00000009413",0.976631235077333,0.785731040705481,0.42679419935584,0.359458011369388
"ENSG00000009694",1.32805296968721,0.483309138379554,0.537513317950106,0.672257633905942
"ENSG00000009724",0.716157874663826,0.431685859416659,0.433166415985897,0.333046764154969
"ENSG00000009780",0.899725919973704,0.737299147638903,0.417529545037031,0.555507451874689
"ENSG00000009790",0.818598071151075,0.679776215060312,0.523394578287544,0.616867384013959
"ENSG00000009830",1.00424727822271,0.793795629234831,0.491503446936434,0.566967915679193
"ENSG00000009844",0.630217768271478,0.830627643071848,0.461373872575906,0.504643128207207
