"ENSEMBL","ENTREZID","SYMBOL","gene_type","logFC","AveExpr","t","P.Value","adj.P.Val"
"ENSG00000166762","117155","CATSPER2","protein_coding",-1.67696151972686,1.45473799147578,-3.6196858899129,0.000649717316055293,0.993644615726835
"ENSG00000183087","2621","GAS6","protein_coding",1.3108772971796,1.47858192961943,3.42850165995424,0.0011671828775625,0.993644615726835
"ENSG00000120725","64374","SIL1","protein_coding",0.619164086295628,2.94667214977373,3.39055405308929,0.00130853371287716,0.993644615726835
"ENSG00000166974","10982","MAPRE2","protein_coding",-0.462532600386626,5.58794469766816,-3.26029787503159,0.00192732111376822,0.993644615726835
"ENSG00000196459","6399","TRAPPC2","protein_coding",-0.448047505375466,4.47300858904998,-3.20970567164838,0.00223517439481117,0.993644615726835
"ENSG00000205593","414918","DENND6B","protein_coding",1.01316056860992,1.22785142615046,3.18292666909026,0.00241631620765953,0.993644615726835
"ENSG00000122912","8034","SLC25A16","protein_coding",-0.4237157360696,3.78765698133431,-3.1430197866908,0.00271204508226344,0.993644615726835
"ENSG00000175104","7189","TRAF6","protein_coding",-0.38505331075922,4.88858458309323,-3.12763796702244,0.00283485454194144,0.993644615726835
"ENSG00000120903","1135","CHRNA2","protein_coding",0.841427811721865,1.40440819318353,3.08881502125023,0.00316841860559216,0.993644615726835
"ENSG00000109762","83891","SNX25","protein_coding",-0.832166360737336,3.09999321100421,-3.08705619036667,0.00318436833743186,0.993644615726835
"ENSG00000101447","81610","FAM83D","protein_coding",2.23410703740259,-0.532420464180297,3.08446005545553,0.00320804852521678,0.993644615726835
"ENSG00000179761","51268","PIPOX","protein_coding",1.29794976341033,-0.106628459165601,3.07903290977534,0.00325808497133557,0.993644615726835
"ENSG00000171150","9655","SOCS5","protein_coding",-0.50742389210409,3.90988540955225,-3.0664811425966,0.00337662069463431,0.993644615726835
"ENSG00000119899","26503","SLC17A5","protein_coding",-0.485415038013753,3.45211019138752,-3.03623166059298,0.00367907284562277,0.993644615726835
"ENSG00000124507","29993","PACSIN1","protein_coding",1.75581891418368,0.201880455808925,2.98001876927711,0.00430939538206346,0.993644615726835
"ENSG00000151065","196513","DCP1B","protein_coding",-0.731170488742459,2.97026124798343,-2.95639138035402,0.00460325488664879,0.993644615726835
"ENSG00000267228",NA,NA,"protein_coding",-4.10202335674088,-0.568843636610144,-2.93088801213975,0.00494130888586039,0.993644615726835
"ENSG00000174606","90806","ANGEL2","protein_coding",-0.488948978595522,5.37318214972115,-2.87231870073678,0.0058068547577635,0.993644615726835
"ENSG00000037897","4234","METTL1","protein_coding",1.39293880028301,-0.0978672214099224,2.85532541113125,0.00608311955129014,0.993644615726835
"ENSG00000101974","286410","ATP11C","protein_coding",-0.434298665907396,4.82440356919243,-2.84433857459737,0.00626815955869127,0.993644615726835
"ENSG00000129810","151648","SGO1","protein_coding",-0.928272347433393,0.985403199761826,-2.83959542921682,0.00634964150456042,0.993644615726835
"ENSG00000198938","4514","COX3","protein_coding",-0.691002820787117,7.99989467921703,-2.80948437046888,0.00689018513486809,0.993644615726835
"ENSG00000164654","54468","MIOS","protein_coding",-0.50404053330545,4.27780712286001,-2.8085706865059,0.00690723281860988,0.993644615726835
"ENSG00000147813","93100","NAPRT","protein_coding",1.01368628116258,4.08846205445378,2.80528752015175,0.00696881261634818,0.993644615726835
"ENSG00000115947","5000","ORC4","protein_coding",-0.416944938826691,4.5632263763487,-2.78676036019604,0.00732591254698067,0.993644615726835
"ENSG00000002745","51384","WNT16","protein_coding",-1.21930983536212,0.155632632118729,-2.77801566658738,0.00750025699422618,0.993644615726835
"ENSG00000269743","401612","SLC25A53","protein_coding",-0.780219071708476,3.07149468602429,-2.77624769351174,0.00753596681051621,0.993644615726835
"ENSG00000163380","56203","LMOD3","protein_coding",-1.15250923620646,0.223577075043377,-2.76550315513589,0.00775637713426255,0.993644615726835
"ENSG00000142494","55244","SLC47A1","protein_coding",2.58474765903173,-0.946139748574471,2.75761678150604,0.00792191707429672,0.993644615726835
"ENSG00000105711","6324","SCN1B","protein_coding",1.38584121263967,1.21416955635692,2.74163461117329,0.00826740820548582,0.993644615726835
"ENSG00000105948","79989","TTC26","protein_coding",2.29559130271533,0.419134027622159,2.74089153789781,0.0082838036168676,0.993644615726835
"ENSG00000179921","151306","GPBAR1","protein_coding",0.84272005504899,2.96655231449505,2.73682796584606,0.00837399358623293,0.993644615726835
