"ENSEMBL","ENTREZID","SYMBOL","gene_type","logFC","AveExpr","t","P.Value","adj.P.Val"
"ENSG00000184465","253769","WDR27","protein_coding",0.796891052857197,3.77578386858605,3.65591654388224,0.000580403943405033,0.997840472066603
"ENSG00000164944","25962","VIRMA","protein_coding",-0.271150083971506,5.65354008778976,-3.57709804324809,0.000741315611672813,0.997840472066603
"ENSG00000183060","145748","LYSMD4","protein_coding",0.640981794202478,2.91852111938826,3.57098717604264,0.000755429617470921,0.997840472066603
"ENSG00000184226","5101","PCDH9","protein_coding",-1.0016270656919,4.32536169340019,-3.55719523801801,0.000788232583028151,0.997840472066603
"ENSG00000284976",NA,NA,"protein_coding",0.636516472958466,2.51679936240208,3.53565548103656,0.000842194967201927,0.997840472066603
"ENSG00000004809","85413","SLC22A16","protein_coding",1.32510026283421,0.8675060779347,3.42412706588702,0.00118270608273979,0.997840472066603
"ENSG00000161267","622","BDH1","protein_coding",0.621351099881085,2.47199951884011,3.41817779279611,0.00120413181890161,0.997840472066603
"ENSG00000100109","24144","TFIP11","protein_coding",-0.702205388391286,5.04137220014657,-3.37305615852893,0.00137904698178582,0.997840472066603
"ENSG00000184277","80213","TM2D3","protein_coding",-0.308392189721463,4.86296695424227,-3.35898126775143,0.00143836427633578,0.997840472066603
"ENSG00000188199","729262","NUTM2B","protein_coding",1.61753084488622,2.37472840628553,3.3399100752959,0.00152260231966903,0.997840472066603
"ENSG00000166669","80063","ATF7IP2","protein_coding",0.38497723106264,3.77256792104574,3.33555652085559,0.00154247632368421,0.997840472066603
"ENSG00000167525","147011","PROCA1","protein_coding",0.714838110296307,1.61388191765219,3.25294156396494,0.0019694538649187,0.997840472066603
"ENSG00000169621","10887","PROKR1","protein_coding",0.746149446216143,2.19821990497175,3.25088893819003,0.00198136428239788,0.997840472066603
"ENSG00000162650","127002","ATXN7L2","protein_coding",0.603153207680371,1.75092350574949,3.19935205215986,0.00230363863084525,0.997840472066603
"ENSG00000184898","375287","RBM43","protein_coding",0.725438606229375,2.9487605538403,3.17000776093747,0.00250856032409169,0.997840472066603
"ENSG00000179698","340390","WDR97","protein_coding",1.11302119806336,0.432573519331724,3.16824547868331,0.00252139706249061,0.997840472066603
"ENSG00000156500","159091","FAM122C","protein_coding",0.531916729623544,1.85345842420703,3.13139305394558,0.00280440112994222,0.997840472066603
"ENSG00000163380","56203","LMOD3","protein_coding",-1.02047643009639,0.223577075043377,-3.10825586404442,0.0029970369480151,0.997840472066603
"ENSG00000107362","51104","ABHD17B","protein_coding",-0.410885064789331,3.73360558919326,-3.09692391210141,0.00309584726372536,0.997840472066603
"ENSG00000183087","2621","GAS6","protein_coding",0.846745008424428,1.47858192961943,3.0881714842951,0.00317424573716071,0.997840472066603
"ENSG00000281028","55300","PI4K2B","protein_coding",2.65365669426562,-0.850830570188213,3.08744204443844,0.00318086284350492,0.997840472066603
"ENSG00000133639","694","BTG1","protein_coding",-0.477122244080198,7.97866524776776,-3.06082458698906,0.00343134838539505,0.997840472066603
"ENSG00000137221","93643","TJAP1","protein_coding",0.410381612534264,3.44869997169533,3.04552839929291,0.00358352445428925,0.997840472066603
"ENSG00000144130","284958","NT5DC4","protein_coding",1.98335845658609,-1.07233022049758,3.04287820448389,0.00361052310226566,0.997840472066603
"ENSG00000079332","56681","SAR1A","protein_coding",-0.264911924489222,6.09577559614028,-3.04275226710948,0.00361181079924542,0.997840472066603
"ENSG00000122121","7512","XPNPEP2","protein_coding",-1.7414652226774,-0.228046492851831,-3.03859055828131,0.00365460610437313,0.997840472066603
"ENSG00000130653","375775","PNPLA7","protein_coding",1.00423596180993,1.03824082821934,3.03663621796929,0.00367486588837942,0.997840472066603
"ENSG00000275395","8857","FCGBP","protein_coding",1.35122239070927,3.04328108211545,3.01679921237908,0.00388653002205119,0.997840472066603
"ENSG00000083444","5351","PLOD1","protein_coding",-0.701310794164312,4.50767316122849,-2.96818914579851,0.00445426691705214,0.997840472066603
"ENSG00000049192","11174","ADAMTS6","protein_coding",0.994472979338628,0.8883535391239,2.9586204512142,0.00457475442721495,0.997840472066603
"ENSG00000010072","83932","SPRTN","protein_coding",-0.278814437759329,4.10611049620968,-2.95692172427747,0.00459645907178141,0.997840472066603
"ENSG00000188130","6300","MAPK12","protein_coding",0.797887484407753,1.66119549362062,2.94651703865936,0.00473150472518881,0.997840472066603
"ENSG00000082258","905","CCNT2","protein_coding",-0.320528648412099,6.18741796702079,-2.94358803972918,0.00477018161198621,0.997840472066603
