"ENSEMBL","ENTREZID","SYMBOL","gene_type","logFC","AveExpr","t","P.Value","adj.P.Val"
"ENSG00000220201","100125288","ZGLP1","protein_coding",-1.16703660770235,-0.462092521331821,-3.18066010663792,0.00243226577993103,0.999822970541624
"ENSG00000183605","119559","SFXN4","protein_coding",0.724437958165054,1.25812365768376,3.14247893178544,0.0027162772172783,0.999822970541624
"ENSG00000143921","64241","ABCG8","protein_coding",1.28203220794635,-0.732261234944485,3.1333531426184,0.00278862720783964,0.999822970541624
"ENSG00000242689","1270","CNTF","protein_coding",0.805352943092345,0.941747864907052,3.11304914369734,0.00295613774566677,0.999822970541624
"ENSG00000140488","60677","CELF6","protein_coding",-1.75761864481284,-0.116789918735105,-2.79704736639778,0.0071256054989205,0.999822970541624
"ENSG00000160972","84988","PPP1R16A","protein_coding",0.641579200669819,1.70468045337323,2.75578952986742,0.00796073342515704,0.999822970541624
"ENSG00000187066","100130348","TMEM262","protein_coding",0.799269556243835,1.13015173392313,2.7446409125248,0.00820138031215378,0.999822970541624
"ENSG00000204856","29902","FAM216A","protein_coding",-0.435298870749425,2.08250725901985,-2.73618542395678,0.00838833701836225,0.999822970541624
"ENSG00000277957","100533955","SENP3-EIF4A1","protein_coding",2.65522544801584,-1.62435480760291,2.69073616023647,0.00946208283812215,0.999822970541624
"ENSG00000131848","79149","ZSCAN5A","protein_coding",0.69826393338879,0.965099599965242,2.6731341812266,0.00991075545448412,0.999822970541624
"ENSG00000226174","647310","TEX22","protein_coding",-1.23076738838744,-0.663740494878914,-2.6522920984815,0.0104671634945279,0.999822970541624
"ENSG00000196826",NA,NA,"protein_coding",2.63259792735342,-2.48797619905297,2.60733731690063,0.0117657363395441,0.999822970541624
"ENSG00000186792","8372","HYAL3","protein_coding",0.916909809106993,1.24546571421118,2.52272520212983,0.0146150085243209,0.999822970541624
"ENSG00000267041","342892","ZNF850","protein_coding",-0.468261087273532,2.46631355204209,-2.51258425026938,0.0149955109635642,0.999822970541624
"ENSG00000100802","60686","C14orf93","protein_coding",0.382400593676054,2.78439753217501,2.46513148312581,0.0168978609154639,0.999822970541624
"ENSG00000174428","389524","GTF2IRD2B","protein_coding",-0.389021776390533,3.4453350831884,-2.44892428442465,0.0175958670663619,0.999822970541624
"ENSG00000112414","57211","ADGRG6","protein_coding",1.3769751238768,-0.982103551713514,2.44360784768147,0.0178304290602655,0.999822970541624
"ENSG00000151657","22944","KIN","protein_coding",-0.237227296183322,3.97094930527216,-2.43902567895071,0.0180348502389064,0.999822970541624
"ENSG00000146350","221322","TBC1D32","protein_coding",0.490389444494074,2.7186088780315,2.40889480480612,0.0194324080277113,0.999822970541624
"ENSG00000137878","145781","GCOM1","protein_coding",1.40446285007112,1.25760683594272,2.38543025235257,0.0205873107638689,0.999822970541624
"ENSG00000169607","150468","CKAP2L","protein_coding",0.899970224159927,-0.394997507067157,2.3730699395755,0.0212200884460017,0.999822970541624
"ENSG00000204147","653308","ASAH2B","protein_coding",-0.772214778906852,0.943653101096057,-2.37235571164647,0.0212571794763552,0.999822970541624
"ENSG00000100197","1565","CYP2D6","protein_coding",1.17156050148056,-0.513417029956378,2.37118293342107,0.0213182096800376,0.999822970541624
"ENSG00000196993","100507607","NPIPB9","protein_coding",1.9111090254153,0.890838671244727,2.3645280012327,0.0216675049346439,0.999822970541624
"ENSG00000178860","9242","MSC","protein_coding",-1.413713132224,0.702458659610887,-2.34971922713013,0.0224632010368879,0.999822970541624
"ENSG00000144893","116931","MED12L","protein_coding",0.697507246023868,1.53804918919731,2.3290940994365,0.0236149038181068,0.999822970541624
"ENSG00000185482","246329","STAC3","protein_coding",-0.615610674488569,0.380859242300845,-2.32072563758542,0.0240970216939695,0.999822970541624
"ENSG00000108924","3131","HLF","protein_coding",-0.859548247780238,-0.386998179830378,-2.29552782789564,0.0256020867274973,0.999822970541624
"ENSG00000256525","11232","POLG2","protein_coding",0.33470664327367,2.76746816805364,2.28338378570155,0.0263568630187729,0.999822970541624
"ENSG00000186281","150763","GPAT2","protein_coding",-1.33736121197134,0.578427514053735,-2.27087945693046,0.0271546176428117,0.999822970541624
