ENSEMBL,logFC,P.Value,pi_value,sig95,sig90,sig85,sig80
ENSG00000281028,-3.15749255315691,0.00404732963221699,7.55534740011478,4.25194655796331,3.57411252544448,2.13530108401512,1.80564176502209
ENSG00000283528,-2.78230095902532,0.01158190482549,5.38714678572851,3.861421842055,2.24567386185173,2.10158665043189,0.981052284246875
ENSG00000260238,2.45909951753132,0.0098246612528856,4.93709085771279,1.60511797042736,1.10101154262928,0.699048792669206,0.65173640593382
ENSG00000170293,1.89061254198257,0.00262975300083373,4.87794113721646,3.5326113807018,2.01684476001952,1.20219512682835,1.37556309558257
ENSG00000258555,-3.14172005147914,0.0294918698196249,4.80776694302444,Inf,Inf,Inf,Inf
ENSG00000122121,1.82898855198126,0.00325060220353978,4.55058968021452,2.33075710482936,0.939856433589008,1.00734954070619,1.11520632437229
ENSG00000118557,-1.7284381936015,0.00271546885688224,4.43544061288125,2.57980089640422,2.39494779738363,1.9293544575161,1.2764096727608
ENSG00000213297,-2.66206365326383,0.0355573620652579,3.85751781858022,5.04314990624971,3.75704357274726,2.84557207450752,2.17606849743787
ENSG00000126947,1.65533611285399,0.00582252145318778,3.69949230873063,2.11920383759615,1.50866946682604,1.36727618226572,0.870057819033179
ENSG00000163491,1.69724275884976,0.00891495506779233,3.47914541451658,3.1970791927077,1.43232609128436,1.65745524476968,1.11987336707317
ENSG00000272414,-2.42821667809103,0.0383190886925341,3.43977490502511,10.0721180906873,5.94192391181565,5.49909005967834,4.9930110759361
ENSG00000122970,1.10725318924207,0.000890727802197129,3.37740456776381,1.24201877353694,0.652245191698211,0.515828413747458,0.632138911743005
ENSG00000173366,2.55554151425696,0.0512033026243838,3.2984426100559,4.48665271114713,1.45913300313315,1.11579110181915,1.77130070231213
ENSG00000213123,1.577189394039,0.00856932522045193,3.2601346593994,2.94429149907438,1.43924425220313,0.739564344169503,0.782875041477178
ENSG00000255330,2.01323804489452,0.0240545304189868,3.25903602186991,2.81967593871185,1.75182639895648,2.46112286341076,1.41707733651976
ENSG00000271793,-2.05125062835722,0.0320514419521537,3.06488110550209,11.8882451308933,3.48548075352724,4.0466008880866,2.92346696617985
ENSG00000102109,1.52609214341857,0.0138183216139605,2.83783656244671,2.21839867287505,1.45571334863279,1.26035722896766,1.0010501841463
ENSG00000154380,1.60686015421882,0.0192484355273216,2.7567366131152,1.78886792920181,1.924741606795,1.30300667012692,0.97431806315175
ENSG00000160062,-1.48545154823216,0.0143520221538585,2.73781629495464,2.75828536705008,0.817105816264458,1.46815595257806,0.88110298516532
