ENSEMBL,logFC,P.Value,pi_value,sig95,sig90,sig85,sig80
ENSG00000244693,2.52807381371502,0.0186365916856056,4.37264118336146,6.7791559055083,5.79854238378036,6.54966498457657,2.44126149553782
ENSG00000184986,-1.5468074155502,0.00374690642238873,3.75306083299046,1.78916621714006,1.03679346084781,0.915700225526025,0.553645473881561
ENSG00000250264,-1.81895815923081,0.00887450761717611,3.73223972800096,1.70519467348127,1.69922556092763,0.730156195685681,0.545869618626494
ENSG00000130489,-1.62465539689975,0.00512509132792874,3.72094564173679,1.09389950636639,0.754803461305716,0.402210536361287,0.381581564908902
ENSG00000284922,-1.91283614895709,0.0135913421292351,3.57076326724624,1.04444788383067,1.03824631839064,0.58613885465403,0.386965132425566
ENSG00000285942,2.18289333069251,0.0243097929587198,3.52366732168002,2.63668118409372,1.53235037260897,0.993413434556698,0.966731671295618
ENSG00000240764,1.6582043053469,0.00764902138681892,3.5094138495208,3.03696778693225,1.55304893180897,0.999332721869702,0.713190401798389
ENSG00000257767,-2.30088778461126,0.0347061244502511,3.35836172954931,4.07746285091897,3.67050549857943,2.48926612193337,1.29029232948638
ENSG00000185198,1.54194230843182,0.00964426379917092,3.10814078625391,2.51629489541693,2.22116412504502,1.16250007938797,1.21144778292653
ENSG00000143473,-1.52421937649112,0.0104467819531164,3.01950521273235,1.32158728919148,0.796669978036455,0.700876334577561,0.719031899620133
ENSG00000020577,-0.979209873080518,0.000826772683821316,3.01852594686877,1.16820065114411,0.84413728351488,0.664007844501499,0.536375146754489
ENSG00000259753,-2.39307276712986,0.0770924248079138,2.66346197683539,Inf,7.38291137120555,Inf,1.95780769591905
ENSG00000125498,1.46214500405662,0.0156439858440625,2.6401259072495,2.81550520178031,2.00655188345215,1.15086902935039,1.16044014620343
ENSG00000168209,0.926851300154341,0.00169055710687944,2.56920414142663,1.42223343917498,1.10562203259078,0.677589276629648,0.620258680783817
ENSG00000235169,-1.53587331439478,0.02912808254155,2.35862237723434,2.58239396867607,1.4443182579364,0.936477429708616,0.831046190057418
ENSG00000088827,-1.5567726890323,0.0307643499303178,2.35376598142419,3.15318855572011,1.92361699594032,1.29076940682763,1.34303364063848
ENSG00000198064,1.38208606103196,0.0231915420704188,2.25925513683414,2.70522407536729,1.68219215054002,1.60694206260565,0.80545202140718
ENSG00000186081,1.40696843237492,0.0255666878121526,2.24035175699461,2.6516371182431,2.03639595816194,1.21751431128626,1.1840086427867
ENSG00000255152,-1.45725119160697,0.0307921508719837,2.20272257329699,1.37545705340382,1.40133621295396,0.73514042025788,1.21595229076365
ENSG00000105948,-1.12437842174666,0.0129427108131803,2.12279807242644,2.51754576465096,1.34188737485049,0.938848241003689,0.596117928968493
ENSG00000214967,-1.76892397720068,0.063523766209518,2.11751478956828,1.68979917596058,1.86715833080219,1.42715695002576,1.45702073225968
ENSG00000162594,-1.30677862884535,0.0241578019993222,2.11298601100111,2.04660000457837,1.1552444995005,1.42116955342792,0.814689538588286
ENSG00000124882,1.49298044838457,0.0392405203699266,2.09952651163754,1.98165665488286,1.52490800623327,1.09455001239064,0.777714047734089
ENSG00000134326,-1.32194601142047,0.0288733089255741,2.03514043531767,3.59239272383465,2.85159512158697,1.0589476847393,1.30583432689714
ENSG00000128805,-0.752681021059139,0.00199391513637175,2.03245954061083,0.586658638582613,0.444431577079854,0.36988933031771,0.32388530989229
ENSG00000166444,0.960635228561072,0.00828910313079487,1.99955498213503,1.59577297163881,1.02183301768882,0.971433938265479,0.720695012280351
ENSG00000166278,-1.06336122442757,0.0138372349016108,1.97673607803326,1.92965297034808,1.2335029560711,1.01694785260788,0.661898867894182
ENSG00000130433,-1.29541952207153,0.0311003324264716,1.95250160298965,1.31880167226774,0.757678160710502,0.516290304622955,0.812058299261334
ENSG00000113249,1.18380389773868,0.0232056677076209,1.93481611149282,1.17627261468753,1.12311242185386,1.10856933047363,0.803339757836309
ENSG00000109321,1.50383517080412,0.0524042389093049,1.92586182166192,3.43673010409802,2.53103009353308,1.69584926431647,1.37963595729732
ENSG00000158050,0.974301930550402,0.0119822305846421,1.87208445482512,1.21069006766197,1.14102033801731,0.729201266890169,0.936071487723436
ENSG00000262304,-2.20980377825096,0.143113098212896,1.86578288788057,Inf,3.83509537999639,3.08283745716356,1.73639861255828
ENSG00000125740,0.940161512452529,0.0104994822680802,1.86042179465856,1.55940132713016,1.57311115269479,0.872007700834903,0.657352247613067
ENSG00000179841,0.776612400644242,0.00436136650118145,1.83309837183813,1.17754586916374,0.809846619856899,0.434225921928567,0.470709783000446
ENSG00000237541,1.36648191979295,0.0470737030509411,1.81362436996068,4.3113322585138,2.75938617509802,1.81195222835941,0.882608146290644
ENSG00000168062,-1.15702562061294,0.0279117352739064,1.79826444897982,1.85844433703629,1.22825552910994,0.88677722084108,0.85705710086463
ENSG00000134321,-1.53711412935497,0.0717118344987266,1.75908750103101,5.64322071922756,3.33187490485061,1.55967099433108,1.7044174373231
ENSG00000155367,1.15149460867661,0.0300834242059564,1.75219794738151,1.59187482940419,1.56866909033302,1.15030449816302,0.92318450965892
ENSG00000253159,1.28963971423845,0.0458394575230314,1.72651874808148,1.6954338958624,1.69820470376156,1.11166545236766,1.1004307357005
ENSG00000089127,-0.979776694543717,0.0173528267183206,1.72502401633614,3.08394363423268,2.284583500197,0.910297353199255,1.04336389258361
ENSG00000284057,-1.76974829781009,0.107430020433812,1.71466371695015,Inf,Inf,Inf,1.02377133400137
