"ENSEMBL","ENTREZID","SYMBOL","gene_type","logFC","AveExpr","t","P.Value","adj.P.Val"
"ENSG00000256436","259290","TAS2R31","protein_coding",-1.55984687744271,0.487109422079117,-4.45608220463536,4.23116451202715e-05,0.569091626867652
"ENSG00000169621","10887","PROKR1","protein_coding",0.853134667927522,2.19821990497175,3.99252467662052,0.000198380369082224,0.774476495518837
"ENSG00000137210","81853","TMEM14B","protein_coding",0.727221317562529,3.67146330824407,3.89859159919739,0.000268864719730821,0.774476495518837
"ENSG00000168116","57691","KIAA1586","protein_coding",0.754622128791517,3.01997055564233,3.86437427826198,0.000300103045422544,0.774476495518837
"ENSG00000139734","81624","DIAPH3","protein_coding",1.49661637022773,0.169746315708394,3.81470805019392,0.000351729374109647,0.774476495518837
"ENSG00000116299","57535","KIAA1324","protein_coding",-2.62239516994682,3.97482004973419,-3.74028526409862,0.000445362831985805,0.774476495518837
"ENSG00000115944","9167","COX7A2L","protein_coding",0.498402922444124,4.53618141108108,3.70374137267518,0.000499677778695643,0.774476495518837
"ENSG00000185482","246329","STAC3","protein_coding",-1.00454943224137,0.380859242300845,-3.70201139976134,0.000502400381471848,0.774476495518837
"ENSG00000137804","51203","NUSAP1","protein_coding",1.05610884090168,2.35153485781161,3.67182193957357,0.000552262568272195,0.774476495518837
"ENSG00000166803","9768","PCLAF","protein_coding",2.1738483498222,-1.19198687966797,3.64721808522994,0.000596369184326071,0.774476495518837
"ENSG00000152078","148534","TMEM56","protein_coding",1.53987570278956,4.53174110355979,3.62786982938851,0.000633400851353696,0.774476495518837
"ENSG00000111269","1389","CREBL2","protein_coding",0.385104745043538,5.21780431834769,3.5946046900082,0.000702261174818249,0.78711773344212
"ENSG00000072274","7037","TFRC","protein_coding",1.00724403254502,6.0189165592111,3.52309544041726,0.000875267519455083,0.809255995285998
"ENSG00000152700","51128","SAR1B","protein_coding",0.326487478556559,5.04615354177373,3.50500312937593,0.000925089330301408,0.809255995285998
"ENSG00000109674","55247","NEIL3","protein_coding",1.26494954488037,2.43042242271452,3.46298493916048,0.00105141878197948,0.809255995285998
"ENSG00000052802","6307","MSMO1","protein_coding",0.779265965551761,3.4556121937152,3.44819170647841,0.0010996774016514,0.809255995285998
"ENSG00000128394","200316","APOBEC3F","protein_coding",-0.707019139983889,2.09439261614226,-3.39383086506441,0.00129571467887156,0.809255995285998
"ENSG00000271425","100132406","NBPF10","protein_coding",-0.720941824503735,3.69188232893359,-3.376240415785,0.00136595259274283,0.809255995285998
"ENSG00000120662","9617","MTRF1","protein_coding",0.606927523191299,2.60456640602714,3.35897983975481,0.00143837041531548,0.809255995285998
"ENSG00000139517","222484","LNX2","protein_coding",0.468627413847437,3.46983232278706,3.32716569645051,0.0015814750271612,0.809255995285998
"ENSG00000144655","64651","CSRNP1","protein_coding",-1.04590444650712,4.71048713461831,-3.32675297221472,0.00158341714957542,0.809255995285998
"ENSG00000169217","10421","CD2BP2","protein_coding",-0.243675965384124,5.65192948742858,-3.32301610647187,0.00160110440432705,0.809255995285998
"ENSG00000116675","9829","DNAJC6","protein_coding",1.63756630892121,3.57614305129992,3.31164878022124,0.00165606393155455,0.809255995285998
"ENSG00000263465","10929","SRSF8","protein_coding",0.650120094914854,5.05322818660752,3.30310981165345,0.00169851689635241,0.809255995285998
"ENSG00000156097","83873","GPR61","protein_coding",1.07286767023422,0.0982206438114752,3.30280333970848,0.00170005953412133,0.809255995285998
"ENSG00000078140","3093","UBE2K","protein_coding",0.367748945799808,4.8926174321594,3.29477111879583,0.00174096534124136,0.809255995285998
"ENSG00000144468","84236","RHBDD1","protein_coding",0.624639821362763,5.16529662533756,3.29054686461893,0.00176284971081709,0.809255995285998
"ENSG00000091164","9352","TXNL1","protein_coding",0.357867549592731,4.25368132807896,3.28451250199348,0.00179456280860452,0.809255995285998
"ENSG00000175449","317671","RFESD","protein_coding",0.770281257766262,1.08012167024416,3.2569565163199,0.00194635198816291,0.809255995285998
"ENSG00000123349","5204","PFDN5","protein_coding",0.730303992273274,5.70681680953591,3.25155491902824,0.00197749248423767,0.809255995285998
"ENSG00000254692",NA,NA,"protein_coding",3.32801242111607,-3.19722108225595,3.24960924675834,0.00198882407533327,0.809255995285998
"ENSG00000278224","29964","PRICKLE4","protein_coding",-2.04232052026041,-1.00410144489534,-3.24036505292083,0.00204350396672086,0.809255995285998
"ENSG00000155380","6566","SLC16A1","protein_coding",0.505326004825688,3.18561919670964,3.23345771420384,0.00208528319428482,0.809255995285998
"ENSG00000244187","85014","TMEM141","protein_coding",0.559776323981951,2.20524764638558,3.22624388117446,0.0021297749923199,0.809255995285998
"ENSG00000163170","388962","BOLA3","protein_coding",1.05237713016743,0.381727632054541,3.20532144823087,0.00226392824065354,0.809255995285998
"ENSG00000165480","221150","SKA3","protein_coding",1.1573783637637,1.02030769357139,3.19945120234806,0.00230297372956574,0.809255995285998
"ENSG00000170540","23204","ARL6IP1","protein_coding",0.702319945469459,6.75278736031131,3.19921666542396,0.00230454682627124,0.809255995285998
"ENSG00000087301","57544","TXNDC16","protein_coding",0.530398227288872,3.41676533618038,3.19786792859949,0.00231361278438884,0.809255995285998
"ENSG00000181061","25994","HIGD1A","protein_coding",0.654039119838602,4.00982450357753,3.19301062739576,0.00234654154766944,0.809255995285998
"ENSG00000137812","57082","KNL1","protein_coding",0.748327893071092,2.46827716515962,3.14952233276631,0.00266164567248642,0.855317981174927
"ENSG00000101639","55125","CEP192","protein_coding",0.356436321124788,6.37297015793245,3.14675662050566,0.00268297347175819,0.855317981174927
"ENSG00000120158","10171","RCL1","protein_coding",0.757696788481819,3.43390008258192,3.14134841039363,0.00272514346831218,0.855317981174927
"ENSG00000107130","23413","NCS1","protein_coding",-1.55693808569268,-1.007024233876,-3.13090565730342,0.002808336460923,0.855317981174927
"ENSG00000068489","55771","PRR11","protein_coding",0.636202828508386,1.50830564185416,3.12987345164938,0.00281668779695296,0.855317981174927
"ENSG00000105968","94239","H2AFV","protein_coding",0.258302109393776,5.58744424648223,3.10309297360429,0.00304168299896032,0.855317981174927
"ENSG00000100749","7443","VRK1","protein_coding",0.757257228372258,4.17409235738644,3.09778004139438,0.00308827682234765,0.855317981174927
"ENSG00000182768","51335","NGRN","protein_coding",0.358699484503309,4.98229263327588,3.08957092593638,0.00316158679818038,0.855317981174927
"ENSG00000094975","51430","SUCO","protein_coding",0.409300656680287,5.40408249868954,3.07529389370562,0.00329298153724831,0.855317981174927
"ENSG00000005189","81691","REXO5","protein_coding",0.774125520414036,-0.0971022132912238,3.07236232914242,0.00332058646436385,0.855317981174927
"ENSG00000113811","58515","SELENOK","protein_coding",0.924103492884853,4.47161576115609,3.07114877055885,0.00333207714324992,0.855317981174927
"ENSG00000100387","9978","RBX1","protein_coding",0.551722625536843,3.53435419694567,3.06464861960115,0.00339426044614711,0.855317981174927
"ENSG00000145354","493856","CISD2","protein_coding",1.33716345911321,4.2893574233866,3.05276614238768,0.00351074895746545,0.855317981174927
"ENSG00000184182","140739","UBE2F","protein_coding",0.680796310688852,4.76965423135157,3.04615839421487,0.0035771342538107,0.855317981174927
"ENSG00000162999","142679","DUSP19","protein_coding",0.740042976659734,1.16642067495302,3.03555978471123,0.00368606956896059,0.855317981174927
"ENSG00000143727","52","ACP1","protein_coding",0.872696009127072,5.14559033555532,3.02489984216164,0.00379875579599423,0.855317981174927
"ENSG00000185414","51263","MRPL30","protein_coding",0.458355292415513,3.62063430458134,3.0175388297571,0.00387843804619984,0.855317981174927
"ENSG00000105948","79989","TTC26","protein_coding",-1.84224694923712,0.419134027622159,-3.01612907729415,0.00389387541521381,0.855317981174927
"ENSG00000123080","1031","CDKN2C","protein_coding",0.801994991550844,1.35305660549734,3.00688489629239,0.0039965327340773,0.855317981174927
"ENSG00000105971","858","CAV2","protein_coding",1.59542334721507,-1.21765559369037,3.00453138474465,0.00402306903028919,0.855317981174927
"ENSG00000173598","11163","NUDT4","protein_coding",0.906913137375208,6.21215210050581,3.00258987109772,0.00404508361039489,0.855317981174927
"ENSG00000127540","10975","UQCR11","protein_coding",0.639215592598543,4.13815478944166,3.0019407962132,0.00405246841865359,0.855317981174927
"ENSG00000139354","283431","GAS2L3","protein_coding",0.81731875909589,0.595604417533549,3.00181629616688,0.00405388634672034,0.855317981174927
"ENSG00000184445","9735","KNTC1","protein_coding",0.311254253863592,4.36349297712921,2.99351453870507,0.00414948593749832,0.855317981174927
"ENSG00000131400","9476","NAPSA","protein_coding",0.826848658952925,0.639382943018511,2.9927720312715,0.00415813798384418,0.855317981174927
"ENSG00000232859","201229","LYRM9","protein_coding",0.539275341621417,2.12576372310385,2.98354555444297,0.00426706164477891,0.855317981174927
"ENSG00000136492","83990","BRIP1","protein_coding",0.630595262843903,2.0976552960274,2.97282860661383,0.004396917379695,0.855317981174927
"ENSG00000100479","5427","POLE2","protein_coding",0.980921178094907,0.632012449099926,2.96727366112347,0.00446566542718414,0.855317981174927
"ENSG00000133641","91298","C12orf29","protein_coding",0.565514600896492,3.20737672398514,2.95339499804978,0.00464182644818599,0.855317981174927
"ENSG00000273079","2904","GRIN2B","protein_coding",2.96955512951259,-2.52614502773401,2.95323056251127,0.00464395186009124,0.855317981174927
"ENSG00000172171","79736","TEFM","protein_coding",0.513653250212617,2.25301888923283,2.94674691196903,0.00472848166920427,0.855317981174927
"ENSG00000156136","1633","DCK","protein_coding",0.486215992964852,5.48890039227317,2.93922231586236,0.00482837626625732,0.855317981174927
"ENSG00000162994","130162","CLHC1","protein_coding",1.03855336103792,0.450018275452263,2.93669482126803,0.00486236855370076,0.855317981174927
"ENSG00000187866","116224","FAM122A","protein_coding",0.306002035630318,4.45321998987774,2.93326608364182,0.00490883738299445,0.855317981174927
"ENSG00000135776","23456","ABCB10","protein_coding",0.670757440914366,4.60300089645482,2.93281371406036,0.00491499896919151,0.855317981174927
"ENSG00000102760","28984","RGCC","protein_coding",0.949483593626103,3.6319455923882,2.93047843931357,0.00494692153275944,0.855317981174927
"ENSG00000166200","9318","COPS2","protein_coding",0.484300837284294,4.74029100526567,2.92677315867991,0.004997967385108,0.855317981174927
"ENSG00000226479","79134","TMEM185B","protein_coding",-0.515764285710498,3.68735075671018,-2.92038216810741,0.00508716474093032,0.855317981174927
"ENSG00000171798","85442","KNDC1","protein_coding",-1.70465771654875,0.40197254049535,-2.91934525327739,0.00510177535880824,0.855317981174927
"ENSG00000186184","51082","POLR1D","protein_coding",0.771944583036559,5.21501800377162,2.91608262069655,0.00514800204880373,0.855317981174927
"ENSG00000151881","64417","TMEM267","protein_coding",0.652689553921199,1.98816383514222,2.91265781942633,0.00519694470358169,0.855317981174927
"ENSG00000116668","54823","SWT1","protein_coding",0.702337799859768,4.21485752208312,2.89776121113704,0.00541489523222379,0.855317981174927
