ENSEMBL,logFC,P.Value,pi_value,sig95,sig90,sig85,sig80
ENSG00000281028,2.65365669426562,0.00318086284350492,6.62738833050682,3.84669681722505,1.96676983453786,2.37784594051747,1.00336892467745
ENSG00000260238,-2.53696955605767,0.00593202332620457,5.64931657677523,1.47647077720567,1.24984978240419,0.701377699978618,0.796106235655968
ENSG00000204525,-2.55654256482516,0.0065304200822492,5.58619603585096,2.36696460252543,2.00158412762984,1.37573931780004,1.18190646731633
ENSG00000213213,2.17253480036024,0.00525173626172431,4.95272126660595,3.0471670249873,2.00545495733516,1.10693706087405,1.37203696083476
ENSG00000204001,-2.83639841654929,0.0185072732443595,4.91450716810238,9.3887367755885,4.99277054829016,2.33821762890971,1.77121692932485
ENSG00000144130,1.98335845658609,0.00361052310226566,4.84421394082729,3.86194748867753,1.29153176714677,1.05976498216378,0.743959026215554
ENSG00000188199,1.61753084488622,0.00152260231966903,4.55725325991339,2.26332106478291,2.11208019640682,0.896824631612559,0.861413498134975
ENSG00000122121,-1.7414652226774,0.00365460610437313,4.24422838023936,1.84649320797279,1.77358519487995,0.918658413738182,1.53342135572213
ENSG00000139329,2.41297891181608,0.0214300144166042,4.02720760058189,Inf,Inf,2.36706300357969,3.06501484918751
ENSG00000237541,-2.49995774601764,0.0260156055012356,3.96184819143848,3.10904038347679,2.90726476705668,2.191494045692,1.89280738070965
ENSG00000176720,-2.34633410860722,0.0207813652982372,3.94729869604819,6.03116459037625,2.19537480033998,1.45650064321571,1.2011405922926
ENSG00000250264,1.96813407102307,0.00995777982266952,3.93988455037184,2.23186027592124,1.34662536724701,0.955612754914223,0.962880362092885
ENSG00000004809,1.32510026283421,0.00118270608273979,3.87873168135391,1.60416764726333,0.864309405758505,0.780204485841965,0.662094979971919
ENSG00000184659,-1.74251870831447,0.0092251030223227,3.54607571259066,2.59554701666735,1.5809428482386,1.17208178385962,0.739410564260114
ENSG00000113296,1.81997613476477,0.0116481296299719,3.51936757551755,2.79853829835684,1.98381620496874,0.816741241119818,0.969908282868605
ENSG00000130489,1.6901014292436,0.00852664817904575,3.49719447860016,1.78275002602289,1.11666214574784,0.931064256346263,0.73648942836092
ENSG00000258643,2.02829247833443,0.0203220608691871,3.43193629015374,5.11868817434266,2.6772184285602,1.69693330506484,1.40392587812626
ENSG00000022556,1.53059731359188,0.00608858141184255,3.39101367891474,1.78080843613237,1.03711904040445,0.926697293851553,0.773233812175758
ENSG00000213988,-1.91910499198188,0.0180895590013778,3.34417866345747,3.06832612825924,1.86489350015428,1.06111149566866,1.11295705976681
