ENSEMBL,logFC,P.Value,pi_value,sig95,sig90,sig85,sig80
ENSG00000259753,4.75099903923276,0.0242154748400428,7.67717265425635,23.7751128936269,10.5229680021088,3.73191815760783,3.59809460995044
ENSG00000256436,1.89930266428639,0.000127616124685269,7.3960639595372,1.48834195383049,0.610158109265688,0.515054132534467,0.264394929425814
ENSG00000250264,3.02655795612874,0.00510282955170185,6.93744266735991,1.20497094312832,0.730290205127021,0.600269502857751,0.553463257188833
ENSG00000111319,2.0573988276004,0.00102251973571495,6.15229794040331,1.85956579362949,0.765769669763566,0.668662552122267,0.62223499883156
ENSG00000262621,3.52405052482303,0.0361052643661089,5.08319433328634,4.96980806095165,4.54925059558054,5.4266353274585,2.4524772532252
ENSG00000285901,-4.14956031913472,0.0617905748960909,5.01714111271885,1.98577878695153,1.63274168639331,1.15202140194698,0.832270355337856
ENSG00000261459,-3.43478808802988,0.0374135779724932,4.90134215788371,Inf,11.438172779495,5.51316182192863,6.15522070279083
ENSG00000262304,3.80515276058,0.0541793122253461,4.81795699994464,1.99654174256771,1.70894878846995,2.24748223468462,1.12475534478449
ENSG00000160062,-1.98592023840332,0.00628214415105356,4.37278208900545,1.26756493596679,0.9053328226453,0.693952806669635,0.811623386836525
ENSG00000284057,3.29388968277204,0.05511569955154,4.14610022362136,Inf,4.35237090132584,3.49092353138686,2.60079111970656
ENSG00000261611,-1.8963258536967,0.00681560939382921,4.1083810629068,1.20392578072207,0.610727026803452,0.429772144249347,0.43627144573963
ENSG00000184986,2.11128993304331,0.0115353741791588,4.09161299078586,1.07533659713938,0.624345179851468,0.765463696262222,0.344809458928314
ENSG00000235169,2.18988101217781,0.0180277466942177,3.81928070885855,2.0438044125188,0.926413122118206,0.841146597149764,0.723002109810605
ENSG00000271793,-2.45528617002014,0.0285851236254575,3.79061792279446,1.52827129282454,1.10457184209426,0.916114983450287,0.796865797140238
ENSG00000129354,1.87350006550937,0.00994855327622797,3.75119690229411,1.29222232757286,0.739257962852359,0.465616308545992,0.535989784070292
ENSG00000187498,-2.32432582812688,0.024795550976263,3.73199853276197,1.76623928579099,0.771920553642922,0.61172635159691,0.556625043471439
ENSG00000130489,2.04587252453507,0.0172166441702009,3.60902448823323,0.81830654168544,0.43036523532494,0.530917636660937,0.405050655978031
ENSG00000185482,1.26074708308234,0.00139516824366726,3.59990370729769,1.10613412480843,0.528739130501788,0.47715593615663,0.209648290637012
ENSG00000122477,-1.51087877582886,0.0053370129971603,3.43377682209546,1.00405227457456,0.696770166151798,0.515473718091131,0.415161649998027
ENSG00000184434,-1.54235760398633,0.00655801724914673,3.36731745159385,1.12416945091229,0.99495852292338,0.776039020343067,0.389332890808146
ENSG00000107130,1.71857671727654,0.0144617929350169,3.16179939690466,1.12318459779437,0.692928879318018,0.391543117109835,0.432203940362959
ENSG00000144152,1.51466107802626,0.00854063925434607,3.13309101364537,1.73788120715347,1.00374354725676,0.730141399438366,0.35160822340088
ENSG00000147100,-1.821866096607,0.0212996529394658,3.04548141917771,1.09147116010496,0.945248542008756,0.68482242260656,0.661941679932179
ENSG00000196878,1.5926825909707,0.012596525845713,3.02569750656737,0.888361488107322,0.40652043982791,0.407006115419352,0.254253969967891
ENSG00000135547,-2.20510313681419,0.0444058612476863,2.98253364253169,2.15942080696307,1.78908309993629,1.0804029048202,1.05907704219791
ENSG00000183628,1.65080371747877,0.0158028552297298,2.97353403116832,1.49209824242291,1.07346149200251,0.69195731359332,0.417838365553536
ENSG00000078814,1.53873009542581,0.0143529458333464,2.83597028036506,1.26525272062037,0.572188138504896,0.710897720942468,0.29819918571794
ENSG00000196826,3.3404314205399,0.145509885057689,2.79630020320932,13.7204290694156,5.05113994214881,6.73829448748745,3.25510511996302
ENSG00000175445,-1.75362632196189,0.0267019189745617,2.75925653455883,2.33115887622292,0.934919502342766,0.863283910242787,0.560092696460595
ENSG00000181856,2.00004207969957,0.0423554313908052,2.74623956045901,0.828006412153899,0.678408551098665,0.662643791722585,0.302792211691498
ENSG00000272949,-2.54556155201954,0.0846557952900849,2.72971589031252,Inf,Inf,Inf,6.90934282344571
ENSG00000259040,-3.67670569431159,0.190216291539937,2.64999404732948,11.219015474893,4.99262014597653,2.67960494353194,2.22337839711516
ENSG00000110944,1.56845251052849,0.0205263239655231,2.64705976819112,0.93669231045713,0.981976783346266,0.598208779537776,0.468154171572114
ENSG00000215472,-2.87579567591378,0.122818119073312,2.61909513120854,4.11843386676327,2.87528600518426,2.38681625189462,1.46946611880325
ENSG00000213297,-2.66147201647754,0.104096660708227,2.61506446626245,4.16593067184757,1.37444058298689,2.14796738879154,1.29662365399516
ENSG00000188394,-2.22659140253635,0.0681883129594678,2.59685140768055,1.75010320652909,1.02075764015772,0.803385121798443,0.661198130514362
ENSG00000173366,2.85520438877965,0.125514650796666,2.57341164153166,7.63352753831577,3.52233242150532,2.2667488806717,1.38289474906944
ENSG00000258644,-2.38563827171721,0.0860487969007385,2.54131356811723,8.27492453560976,4.99394695362216,3.13327350878976,2.59533294589469
ENSG00000125864,-1.57907135377404,0.0246827650469933,2.53852488400075,1.08768120642671,0.964944738503072,0.8281530640203,0.723271048204424
ENSG00000180921,1.282849462127,0.0119016912432273,2.46870437043248,0.818567686882099,0.419939999571447,0.42454367861191,0.168018964858551
ENSG00000255439,2.53031598689475,0.109217363569556,2.43342591465429,4.5297881729682,2.3418150002538,1.70038056468381,1.19735150569834
ENSG00000185198,-2.05499247877074,0.0688070363931608,2.3886557454118,1.74744280410349,1.25423617692513,1.12996233440131,0.933905480062962
ENSG00000179934,1.21661909873214,0.0119538339116676,2.3389414365005,0.719657430687659,0.558862315070837,0.420793474171995,0.371830364498638
ENSG00000151881,-0.98332943577244,0.00423229837200808,2.33385741004084,0.941593309965959,1.17601627016501,0.423062577015354,0.338225567323903
ENSG00000273045,1.28197886914035,0.0159216532595515,2.30501318322022,1.49823515032472,0.803792978231292,0.548187093724797,0.358754229710887
ENSG00000188396,-1.94241859839817,0.0654921167833476,2.29945644983308,1.68337473064704,0.989570284190307,0.779115623233632,0.609340118318296
ENSG00000251201,2.05152694502401,0.0757787567427829,2.29863854404751,2.14793571218081,1.19866209072087,0.832231542537001,0.548191310144347
ENSG00000115155,2.06038514783715,0.0829822488297789,2.22730683832753,2.17115495022652,1.28242846954385,0.953537178239468,1.1583336825593
ENSG00000078081,1.92147464884474,0.0697800382830548,2.2217411799616,2.3125442681398,1.06736365199223,1.26445475331412,0.66949298811819
ENSG00000152763,-1.57668276559003,0.0391446545780724,2.21890906982063,1.26144256327044,1.5031910112139,0.495011723047687,0.425033253527125
ENSG00000100362,1.87609832128049,0.0702568821702528,2.16372506937334,1.52067996892107,0.836807284866431,0.535173784234146,0.361151891883829
ENSG00000260238,1.78929751006571,0.0626339213381521,2.15286558231066,1.97480104995375,0.745682944332756,0.701513917386124,0.377995200346689
ENSG00000272414,-2.25986873639996,0.112540754436147,2.1439152733515,3.71087670349219,1.94869493550958,1.12736281342982,1.41134487057006
ENSG00000124257,1.9350136989048,0.0805948973158947,2.11630988029808,2.57374062628496,1.07232670202813,1.34559933108967,0.769572423481344
ENSG00000118432,1.48968516317379,0.038679021671923,2.10421681899108,1.74095616999169,1.17383006958922,0.892925132127597,0.459280861324188
ENSG00000177602,1.44722644289029,0.0353401114861469,2.10098506107762,1.26947501181384,0.932404076953294,0.922527447080624,0.563197382097054
ENSG00000172889,1.31887463075241,0.0258131854964568,2.09458182033876,0.728123304186303,0.475727912700869,0.309781504427627,0.28766283106986
ENSG00000129048,1.49748811824429,0.0400463263595825,2.09264577918044,1.765375352084,1.0869608092092,0.811800882058363,0.418636413677513
ENSG00000036448,3.34252145396381,0.238976911769889,2.07785859201666,4.69326662541646,3.04404397831322,2.01285596378542,1.3414677871033
ENSG00000226430,2.02607009082226,0.0946738892853566,2.07422933382566,1.11161590140658,0.839882515489116,1.05929401155317,0.643103022237726
ENSG00000255374,2.10011656313887,0.104849228110336,2.05692716707214,1.87897042877919,1.65954717415269,1.34385069000828,1.01792258420392
ENSG00000271741,1.37735462883097,0.0333448080028696,2.03431391628776,1.1228439325069,0.641215473829596,0.42465328731415,0.260994545778813
ENSG00000042832,1.1692205435059,0.0183818858147634,2.02931079267182,1.78109027234791,0.889526100271652,0.674233258531452,0.233347973871717
ENSG00000171611,1.41366213329136,0.0377784284210279,2.01129644135773,1.02712529009389,0.788359426407236,0.591817073083992,0.351219197488754
ENSG00000105048,1.61914261617774,0.0581878940397791,1.9999121117999,1.74135548421031,1.33494894044923,0.86774042258521,0.463664917612315
ENSG00000283765,-2.64433618593781,0.175950888355462,1.99543865828284,3.47659671830157,1.5490138967073,1.75220524066185,1.24537007441319
ENSG00000112232,1.40585713418789,0.0392842891061449,1.97632739065053,1.29426749173602,0.973964374612479,0.866535580975271,0.47236072379023
ENSG00000129646,0.931445068064531,0.00786144783101987,1.96022378288281,0.569922910098286,0.603313811826303,0.512725698644859,0.220078616266655
ENSG00000116285,-1.06005374225611,0.0144240183442547,1.95146749285068,0.767185307302397,0.593861400408966,0.521468479817703,0.3448988666944
ENSG00000255330,1.62800274883595,0.0638984730086088,1.94466478226274,1.52125130859532,1.09156544703925,0.525632960310989,0.690026839103806
ENSG00000274600,2.20229648528171,0.133173294358925,1.92829304813154,1.31841240072664,1.02007314769904,0.739275370304805,0.41317852322872
