ENSEMBL,logFC,P.Value
ENSG00000260238,3.960426218,0.002149602
ENSG00000169621,-1.054932816,0.00236981
ENSG00000119899,0.549617956,0.002935343
ENSG00000124507,-2.09517925,0.004559883
ENSG00000271793,-3.593461096,0.004738017
ENSG00000256436,1.441944299,0.005413047
ENSG00000267228,5.206042246,0.005720773
ENSG00000163795,-0.627064284,0.005961304
ENSG00000248712,-2.292898103,0.006365548
ENSG00000273899,-0.501284107,0.006473183
ENSG00000164309,2.014725334,0.006974
ENSG00000204220,-0.646884465,0.007519928
ENSG00000281887,-5.543656529,0.008236227
ENSG00000150779,-0.945122293,0.008341266
ENSG00000244187,-0.725997556,0.008782172
ENSG00000056277,0.879661887,0.008976153
ENSG00000186132,-1.131112996,0.009201485
ENSG00000158220,1.591319461,0.00979249
ENSG00000172058,-3.347379969,0.009870162
ENSG00000179761,-1.237309931,0.01096384
ENSG00000198001,-0.430638487,0.011151444
ENSG00000115129,-0.966492099,0.011408672
ENSG00000225973,-0.768553498,0.011734776
ENSG00000118557,-1.869138223,0.011954258
ENSG00000129646,0.978284706,0.01254548
ENSG00000187498,-2.683016216,0.012654272
ENSG00000185621,0.778521768,0.014230125
ENSG00000186501,-0.434308045,0.014483124
ENSG00000186073,0.983666515,0.014687363
ENSG00000203705,-0.561746012,0.015032691
ENSG00000157911,-0.791448868,0.015077418
ENSG00000166451,-0.999566746,0.015269609
ENSG00000157240,-0.874185892,0.015710872
ENSG00000123989,1.130493457,0.015797733
ENSG00000183011,-0.818303947,0.016207562
ENSG00000197275,1.419021353,0.016298467
ENSG00000162959,0.355844229,0.016659668
ENSG00000140386,0.507889335,0.016670942
ENSG00000206384,0.807242256,0.016726488
ENSG00000148935,2.036690985,0.017153886
ENSG00000137692,-0.697349811,0.017359955
ENSG00000185049,0.500868233,0.017403206
ENSG00000143771,-0.378133939,0.017749865
ENSG00000137266,0.527320611,0.018784279
ENSG00000109083,-0.585430946,0.019235363
ENSG00000102383,1.791644606,0.019371981
ENSG00000243056,-1.107561969,0.019438584
ENSG00000175445,-2.123485926,0.019614853
ENSG00000142627,-2.00458967,0.019737902
ENSG00000175104,0.32018648,0.019830016
ENSG00000049656,-0.357974632,0.020066342
ENSG00000213648,-1.540001602,0.020219529
ENSG00000106089,-0.958963249,0.020426297
ENSG00000162882,-1.040125748,0.020460722
ENSG00000104327,0.811183072,0.020874574
ENSG00000269313,-1.295555233,0.020939296
ENSG00000197024,0.328643679,0.02131248
ENSG00000151650,-1.081332555,0.021439535
ENSG00000154723,-0.693670905,0.021508368
ENSG00000183087,-0.985523047,0.021509484
ENSG00000198258,-0.616220103,0.021659939
ENSG00000133983,-0.960760927,0.021981775
ENSG00000116954,-0.451653754,0.022039475
ENSG00000046653,0.811327511,0.022059064
ENSG00000110200,-0.62993558,0.022073541
ENSG00000162650,-0.686925467,0.022203471
ENSG00000172594,-1.110383922,0.022658989
ENSG00000171877,1.267030807,0.022683185
ENSG00000152475,1.500407563,0.023371337
ENSG00000154380,2.00760871,0.024044598
ENSG00000129465,-0.359012329,0.024184173
ENSG00000090581,-0.325190121,0.025019098
ENSG00000180011,0.514776628,0.025118748
ENSG00000241370,-0.738318752,0.025291939
ENSG00000081148,1.055664927,0.025318025
ENSG00000178449,-0.80548617,0.025331686
ENSG00000188629,1.564382404,0.025678879
ENSG00000145414,0.793907393,0.025708562
ENSG00000215251,0.317424837,0.025804607
ENSG00000198743,0.596406638,0.025843082
ENSG00000143498,0.65290473,0.02614466
ENSG00000136937,0.373387705,0.026447297
ENSG00000152104,0.980687688,0.02702732
ENSG00000075702,-0.994922557,0.027093461
ENSG00000156097,-1.11297845,0.027552134
ENSG00000182185,0.635578739,0.027836527
ENSG00000163491,1.755515785,0.02791657
ENSG00000173421,2.04387585,0.028077399
ENSG00000262621,3.943416901,0.028379374
ENSG00000145216,0.290761181,0.028421738
ENSG00000166762,1.166870953,0.02866984
ENSG00000203965,0.614624209,0.028825354
ENSG00000237651,-1.6541204,0.029087554
ENSG00000122417,0.634490525,0.029182883
ENSG00000204301,-1.007197261,0.029361648
ENSG00000255330,2.464476501,0.029866497
ENSG00000160783,-0.467642801,0.029921404
ENSG00000107874,-0.438896595,0.029974233
ENSG00000181856,2.309770716,0.030223716
ENSG00000170293,1.780831129,0.030509954
ENSG00000115947,0.36047863,0.030598553
ENSG00000174327,-0.938916357,0.030703695
ENSG00000172209,0.980101711,0.030822915
ENSG00000281028,-3.192014152,0.030862444
ENSG00000228486,-1.052281618,0.031292839
ENSG00000101974,0.364836272,0.031439
ENSG00000175197,-0.699904798,0.03183122
ENSG00000135503,-0.778801293,0.032693599
ENSG00000105676,-0.428613115,0.032767161
ENSG00000163380,1.026801314,0.032856399
ENSG00000143819,-0.932496397,0.032926707
ENSG00000204272,0.898207928,0.033005464
ENSG00000213516,0.326481567,0.03300565
ENSG00000118690,0.716322815,0.033023154
ENSG00000272414,-3.335857366,0.033139053
ENSG00000136810,-0.81955306,0.033193649
ENSG00000235453,-0.554262618,0.034019096
ENSG00000205593,-0.779859207,0.03412671
ENSG00000141580,-0.303343295,0.03429672
ENSG00000143156,0.75284773,0.034559092
ENSG00000175324,-0.76338285,0.034572138
ENSG00000173366,4.492947459,0.034629373
ENSG00000275895,-0.93880072,0.034935838
ENSG00000198689,0.360097993,0.035064229
ENSG00000148082,-2.015479694,0.035352223
ENSG00000135423,-1.701844567,0.035411895
ENSG00000254692,-3.878099187,0.035625405
ENSG00000171150,0.391796645,0.035631886
ENSG00000165688,-0.393546118,0.035756965
ENSG00000161526,-0.283182932,0.035863265
ENSG00000019144,-1.710533886,0.036256236
ENSG00000109911,0.528906392,0.036291389
ENSG00000175322,0.713785318,0.036329539
ENSG00000156711,-0.636771607,0.036542916
ENSG00000159388,-0.531352646,0.036866737
ENSG00000198585,-0.515792233,0.037077349
ENSG00000133121,-1.972447751,0.037253056
ENSG00000147650,0.773187569,0.037273666
ENSG00000102302,-1.084723793,0.037442939
ENSG00000134057,-1.214879199,0.03749119
ENSG00000138078,0.395393098,0.03764008
ENSG00000129116,-1.080430604,0.037759304
ENSG00000185614,1.000463132,0.037808283
ENSG00000169507,2.264401105,0.037825048
ENSG00000119457,-0.761600947,0.038110297
ENSG00000143033,0.327356855,0.038164567
ENSG00000105607,-0.434184381,0.038530785
ENSG00000064309,1.560101068,0.038549314
ENSG00000042832,1.059748493,0.03877275
ENSG00000198840,0.559421151,0.039549854
ENSG00000104177,0.838337404,0.039906551
ENSG00000096060,-0.811206207,0.039911312
ENSG00000155659,-0.916332137,0.040032979
ENSG00000145022,-0.28466516,0.040586838
ENSG00000143195,-1.74271661,0.040847575
ENSG00000188996,1.718669716,0.040990094
ENSG00000129048,1.513039216,0.041517949
ENSG00000242852,-2.615456294,0.041518688
ENSG00000111775,-0.531637625,0.041590218
ENSG00000179934,1.066003349,0.041675373
ENSG00000239779,-0.339439203,0.041967421
ENSG00000184207,-0.454376551,0.042224932
ENSG00000169738,-0.354394497,0.042327406
ENSG00000126903,0.389998006,0.042518558
ENSG00000060140,-1.488652396,0.042585936
ENSG00000275004,0.793466842,0.042610061
ENSG00000183808,0.390014172,0.042704648
ENSG00000180336,-1.572452564,0.042773264
ENSG00000171055,0.34686263,0.042860407
ENSG00000091536,-1.800095962,0.042966818
ENSG00000150316,-0.634385262,0.043000909
ENSG00000066923,-0.539088167,0.043078248
ENSG00000083799,0.294787144,0.043113467
ENSG00000197467,1.904952749,0.04326026
ENSG00000168661,0.921644129,0.043504836
ENSG00000143630,1.50216676,0.044375041
ENSG00000108848,0.403969139,0.044527499
ENSG00000240403,-2.313764047,0.045381493
ENSG00000170638,-0.412726952,0.045413503
ENSG00000109881,1.346550343,0.045481286
ENSG00000255837,0.898788103,0.04607121
ENSG00000196456,-0.725396901,0.046256157
ENSG00000112874,1.662159912,0.047138478
ENSG00000230510,-0.951597098,0.047187244
ENSG00000258644,-2.614759227,0.047361216
ENSG00000166780,-1.020128451,0.047449625
ENSG00000065833,-1.495527526,0.047453374
ENSG00000229833,-0.619208051,0.047477298
ENSG00000136367,1.349984957,0.047832991
ENSG00000166377,0.330301172,0.04798464
ENSG00000160062,-1.527717178,0.048168446
ENSG00000139131,0.46715792,0.048366269
ENSG00000183690,1.016447743,0.048505213
ENSG00000120756,1.33831258,0.048812115
ENSG00000165646,1.132393863,0.048906773
ENSG00000241404,-1.540658802,0.049017471
ENSG00000130024,0.445511187,0.049517988
ENSG00000114948,1.193746688,0.04970079
ENSG00000171219,1.019037353,0.049744144
ENSG00000174851,-0.465191701,0.050169317
ENSG00000113790,-0.903081769,0.050268173
ENSG00000129159,0.897552788,0.050274406
ENSG00000135763,-0.452722916,0.050755177
ENSG00000131495,-0.442581078,0.051438693
ENSG00000133460,-0.555928944,0.05152564
ENSG00000181588,0.867520689,0.051592216
ENSG00000204839,-1.190518098,0.051984273
ENSG00000274349,-1.151647031,0.052109717
ENSG00000196227,-0.350975396,0.052112927
ENSG00000226288,1.217056859,0.052322048
ENSG00000154263,0.845281204,0.05244183
ENSG00000095397,1.056976501,0.05266783
ENSG00000103496,-0.330244862,0.052754752
ENSG00000093167,0.292913071,0.052867171
ENSG00000153914,0.334235789,0.053129257
ENSG00000118292,-1.243124839,0.053953009
ENSG00000263201,-1.926256016,0.054146775
ENSG00000122121,1.53433083,0.054318996
ENSG00000174564,-1.152888908,0.054384025
ENSG00000106245,-0.443482562,0.054416521
ENSG00000099840,-1.091688257,0.054599265
