ENSEMBL,logFC,P.Value
ENSG00000143195,2.900622629,0.000405537
ENSG00000271741,-2.317041218,0.001773923
ENSG00000182810,0.60962099,0.002227048
ENSG00000121797,0.937738471,0.006666333
ENSG00000220201,-1.45325723,0.00758707
ENSG00000158286,-1.48400424,0.007729782
ENSG00000204315,-0.918976574,0.008767921
ENSG00000087586,0.978847099,0.009273704
ENSG00000169129,0.989094539,0.00963768
ENSG00000275004,-1.047436647,0.009684819
ENSG00000101447,2.086350452,0.009805072
ENSG00000134013,-1.303382218,0.011346935
ENSG00000185614,-1.32750084,0.012902339
ENSG00000133315,-1.870907888,0.013401645
ENSG00000161653,-1.130233811,0.015319021
ENSG00000123179,0.837034249,0.0159838
ENSG00000256436,-1.235213947,0.016273013
ENSG00000112874,-2.012493402,0.017385517
ENSG00000284024,-0.403133239,0.018060886
ENSG00000165392,0.440778593,0.018343951
ENSG00000196456,0.892729342,0.018499566
ENSG00000264324,-3.257177356,0.018617093
ENSG00000174672,-0.953598299,0.019284503
ENSG00000198746,-0.547459568,0.020621305
ENSG00000127329,1.936276903,0.020622601
ENSG00000196421,-0.970558623,0.021396757
ENSG00000232859,0.672988334,0.021651191
ENSG00000169621,0.79502174,0.022888114
ENSG00000154262,1.494000273,0.023547387
ENSG00000240230,-0.365103932,0.024236295
ENSG00000173567,-1.177800613,0.024375669
ENSG00000131043,-0.399181207,0.024891636
ENSG00000118292,1.526675562,0.026477129
ENSG00000140451,1.838261654,0.027845913
ENSG00000250264,-2.466106471,0.02829086
ENSG00000165895,0.963249471,0.028394075
ENSG00000228253,-1.720969669,0.028582796
ENSG00000167601,1.123038529,0.028894942
ENSG00000204764,1.449827537,0.028949802
ENSG00000099282,2.07258407,0.029177138
ENSG00000051180,2.35158447,0.029187589
ENSG00000175787,-0.409130394,0.029993106
ENSG00000204536,-0.555108312,0.030004775
ENSG00000160753,-0.565445224,0.031485873
ENSG00000169752,1.553124576,0.032774682
ENSG00000173166,-1.431222913,0.033433206
ENSG00000160049,-0.467719969,0.033737791
ENSG00000173421,-2.048814398,0.033761563
ENSG00000130529,2.370124239,0.03446942
ENSG00000124145,1.350329658,0.034501104
ENSG00000118307,2.335444663,0.034508501
ENSG00000056277,-0.717452864,0.035171536
ENSG00000258102,-1.8849842,0.035385659
ENSG00000173269,-1.282859589,0.036476514
ENSG00000175485,1.693662655,0.036850227
ENSG00000079156,2.649620913,0.036975141
ENSG00000177483,0.941713891,0.037295623
ENSG00000204856,-0.51383928,0.037747212
ENSG00000164309,-1.495840256,0.037902479
ENSG00000071539,2.359077351,0.038012831
ENSG00000255274,0.964820143,0.038140954
ENSG00000155659,0.957403272,0.038351438
ENSG00000177946,-0.611194167,0.038498965
ENSG00000141956,-0.49650933,0.038877291
ENSG00000185049,-0.435858172,0.039806613
ENSG00000116922,-0.49983873,0.040149558
ENSG00000117682,-0.3604061,0.040194641
ENSG00000169758,1.130245007,0.040551836
ENSG00000178947,-1.166610763,0.041051034
ENSG00000197915,-1.535429882,0.041128547
ENSG00000115289,0.522588194,0.041681982
ENSG00000261308,-0.848546055,0.041869166
