ENSEMBL,logFC,P.Value
ENSG00000170917,-1.066454165,0.000130901
ENSG00000186792,1.092463596,0.0007658
ENSG00000185085,0.315978592,0.000962602
ENSG00000285708,-1.79029483,0.002365989
ENSG00000133195,0.446074867,0.00249889
ENSG00000188596,-0.993431248,0.002954257
ENSG00000186047,-0.843803349,0.003263937
ENSG00000139329,2.436685457,0.00334994
ENSG00000104177,-0.625909261,0.004054577
ENSG00000168772,1.546353542,0.004564054
ENSG00000169733,0.349348343,0.006002147
ENSG00000226174,-0.988659083,0.006027239
ENSG00000284952,-2.088659225,0.00622102
ENSG00000066468,1.389858751,0.007026347
ENSG00000185482,-0.595769651,0.007424275
ENSG00000131495,0.350012632,0.007615297
ENSG00000175701,0.743052546,0.008167621
ENSG00000107249,1.465520051,0.008407772
ENSG00000154380,-1.419614684,0.009144738
ENSG00000275395,1.028195416,0.009216394
ENSG00000120645,1.828062511,0.009229224
ENSG00000213995,0.279848482,0.009414918
ENSG00000153214,-0.240288076,0.009767233
ENSG00000144306,-0.282014052,0.009803296
ENSG00000130529,-1.421061262,0.009851546
ENSG00000151657,-0.211373433,0.010355817
ENSG00000146350,0.455160299,0.01052057
ENSG00000198796,-1.719035665,0.011117986
ENSG00000253710,-0.293595867,0.011153183
ENSG00000273899,0.255353701,0.011158071
ENSG00000168502,0.91678097,0.011163521
ENSG00000197170,-0.223393195,0.012021964
ENSG00000175449,0.549047525,0.012059184
ENSG00000164114,0.743976454,0.012073752
ENSG00000153113,-0.22746117,0.012477676
ENSG00000145703,-0.297756387,0.012834042
ENSG00000116299,-1.445074194,0.013714221
ENSG00000206140,-1.028597205,0.014291168
ENSG00000067221,0.421977681,0.014482737
ENSG00000173578,-1.092297455,0.014652006
ENSG00000111247,0.896100657,0.014661007
ENSG00000283580,0.728481029,0.015570197
ENSG00000177685,0.892274001,0.016141766
ENSG00000284713,1.77975106,0.016282711
ENSG00000155085,-0.367229758,0.016284908
ENSG00000141682,0.510737742,0.016328345
ENSG00000204387,0.448789433,0.016721423
ENSG00000169155,-0.218342003,0.016768858
ENSG00000285713,-1.521880977,0.016937777
ENSG00000135976,-0.464219757,0.01744949
ENSG00000165934,-0.172996021,0.017469432
ENSG00000170430,-0.417762606,0.01793323
ENSG00000180834,1.997594617,0.018070594
ENSG00000137269,-0.599506105,0.018146751
ENSG00000122877,-0.693129893,0.018198057
ENSG00000060762,0.423427278,0.018550281
ENSG00000116350,-0.159172815,0.018736778
ENSG00000164638,1.075993048,0.018812223
ENSG00000148019,-0.874427722,0.018886727
ENSG00000239697,0.306663797,0.019010069
ENSG00000128829,-0.208406019,0.019124306
ENSG00000187066,0.615740038,0.019194586
ENSG00000116157,0.474463517,0.019415604
ENSG00000184371,0.675935687,0.019681776
ENSG00000137747,-0.539113048,0.019793522
ENSG00000169032,-0.175479982,0.020055619
ENSG00000196724,0.72701577,0.020282791
ENSG00000144589,0.263082276,0.020286455
ENSG00000111850,-0.354341025,0.020362957
