ENSEMBL,logFC,P.Value
ENSG00000184465,0.796891053,0.000580404
ENSG00000164944,-0.271150084,0.000741316
ENSG00000183060,0.640981794,0.00075543
ENSG00000184226,-1.001627066,0.000788233
ENSG00000284976,0.636516473,0.000842195
ENSG00000004809,1.325100263,0.001182706
ENSG00000161267,0.6213511,0.001204132
ENSG00000100109,-0.702205388,0.001379047
ENSG00000184277,-0.30839219,0.001438364
ENSG00000188199,1.617530845,0.001522602
ENSG00000166669,0.384977231,0.001542476
ENSG00000167525,0.71483811,0.001969454
ENSG00000169621,0.746149446,0.001981364
ENSG00000162650,0.603153208,0.002303639
ENSG00000184898,0.725438606,0.00250856
ENSG00000179698,1.113021198,0.002521397
ENSG00000156500,0.53191673,0.002804401
ENSG00000163380,-1.02047643,0.002997037
ENSG00000107362,-0.410885065,0.003095847
ENSG00000183087,0.846745008,0.003174246
ENSG00000281028,2.653656694,0.003180863
ENSG00000133639,-0.477122244,0.003431348
ENSG00000137221,0.410381613,0.003583524
ENSG00000144130,1.983358457,0.003610523
ENSG00000079332,-0.264911924,0.003611811
ENSG00000122121,-1.741465223,0.003654606
ENSG00000130653,1.004235962,0.003674866
ENSG00000275395,1.351222391,0.00388653
ENSG00000083444,-0.701310794,0.004454267
ENSG00000049192,0.994472979,0.004574754
ENSG00000010072,-0.278814438,0.004596459
ENSG00000188130,0.797887484,0.004731505
ENSG00000082258,-0.320528648,0.004770182
ENSG00000198520,0.771558613,0.004905705
ENSG00000166471,-0.341321892,0.004980394
ENSG00000092094,0.322,0.005182643
ENSG00000112305,-0.273052841,0.005230835
ENSG00000213213,2.1725348,0.005251736
ENSG00000095139,-0.199927943,0.005276009
ENSG00000174606,-0.363707301,0.005484558
ENSG00000120903,0.560750519,0.005593113
ENSG00000090581,0.272686176,0.005803791
ENSG00000100918,0.748706153,0.00580628
ENSG00000182973,-0.292110987,0.005809914
ENSG00000260238,-2.536969556,0.005932023
ENSG00000022556,1.530597314,0.006088581
ENSG00000103415,-0.361465852,0.006169958
ENSG00000204525,-2.556542565,0.00653042
ENSG00000188994,-0.371125069,0.006559678
ENSG00000163902,-0.315060053,0.006789498
ENSG00000148248,-0.30865129,0.00689848
ENSG00000002745,-0.963879426,0.00693943
ENSG00000155966,0.758338996,0.00736814
ENSG00000111615,-0.289970211,0.007397346
ENSG00000178537,-0.513545362,0.007587384
ENSG00000205544,0.864818453,0.007693575
ENSG00000168566,-0.329444816,0.007878994
ENSG00000124171,-0.578447018,0.008177014
