ENSEMBL,logFC,P.Value
ENSG00000116299,-2.3976275,0.000690352
ENSG00000117724,1.076845497,0.00092599
ENSG00000101367,-0.24540368,0.00143645
ENSG00000135953,-0.592715011,0.001498141
ENSG00000178057,0.472941926,0.001577089
ENSG00000235169,2.277365157,0.001681576
ENSG00000166669,0.364558819,0.001687496
ENSG00000104368,1.566746303,0.001754966
ENSG00000170482,-1.138805782,0.00231353
ENSG00000239521,-0.546090732,0.002388508
ENSG00000204520,0.944371874,0.002571693
ENSG00000168209,-0.968258545,0.002739698
ENSG00000137267,1.705381567,0.00275156
ENSG00000111269,0.326418757,0.00275188
ENSG00000110944,1.465579907,0.002849969
ENSG00000102760,1.037843474,0.002864213
ENSG00000172403,1.693993759,0.003174705
ENSG00000160062,-1.631792651,0.003365655
ENSG00000106484,0.971357014,0.003430277
ENSG00000188394,-2.878582314,0.003467782
ENSG00000069974,-0.431909038,0.003473209
ENSG00000197361,0.937754764,0.004116455
ENSG00000108798,-0.396445564,0.00460913
ENSG00000256269,1.085595121,0.004653567
ENSG00000128039,0.624670528,0.00490299
ENSG00000283288,1.123270443,0.004984077
ENSG00000179934,0.937275659,0.005036512
ENSG00000075151,-0.4408899,0.005038816
ENSG00000124920,-0.644866035,0.005166757
ENSG00000175445,-1.691902507,0.005180639
ENSG00000167965,0.405171844,0.005195602
ENSG00000144152,1.1243177,0.005216002
ENSG00000184277,-0.251502461,0.005306067
ENSG00000182795,1.696999709,0.005366385
ENSG00000167081,0.405835936,0.005581567
ENSG00000122477,-1.134484681,0.005596945
ENSG00000154165,1.309626153,0.005813574
ENSG00000271303,0.957335951,0.005873282
ENSG00000083444,-0.619486798,0.007046281
ENSG00000064545,0.47817094,0.007210751
ENSG00000173930,-0.731307183,0.007368913
ENSG00000136878,0.305386944,0.007416999
ENSG00000161202,-0.455625982,0.007607362
ENSG00000121410,0.827501298,0.007677079
ENSG00000196421,0.706229441,0.007761753
ENSG00000143771,-0.27703551,0.007824502
ENSG00000182512,1.44774341,0.007901732
ENSG00000189420,-0.588611436,0.00797707
ENSG00000070182,1.589739438,0.00797957
ENSG00000137275,-0.215114767,0.008159317
ENSG00000158470,-0.734208915,0.008376711
ENSG00000072274,0.745088005,0.008400113
ENSG00000163808,1.075142365,0.008509814
ENSG00000179163,0.377587714,0.008794238
ENSG00000145780,-0.281436713,0.009267085
ENSG00000133195,0.456873724,0.009350903
ENSG00000163606,0.610715043,0.009584333
ENSG00000100116,1.390267016,0.009667217
ENSG00000160783,-0.355873014,0.009712704
ENSG00000168807,-0.390544166,0.009796756
ENSG00000115758,0.897752716,0.010001796
ENSG00000238243,1.949098032,0.010043105
ENSG00000057657,-0.516959798,0.01014637
ENSG00000136108,0.377339863,0.010153708
ENSG00000096872,0.622728288,0.010455082
ENSG00000101474,-0.506332401,0.010540314
ENSG00000278828,0.877623547,0.010831728
ENSG00000115604,-0.653879636,0.010926163
ENSG00000179750,1.705031738,0.011116028
ENSG00000100084,-0.356006012,0.0111996
ENSG00000205544,0.802821119,0.011228149
ENSG00000110011,0.312656696,0.011306429
ENSG00000185630,1.542372176,0.011308626
ENSG00000153395,-0.369942017,0.011389421
ENSG00000215712,-0.373554283,0.011579598
ENSG00000205726,0.786039677,0.011641973
ENSG00000135898,0.637842111,0.011869826
ENSG00000106263,0.629624682,0.011987049
ENSG00000137571,1.071029281,0.012017203
ENSG00000166548,-0.573090098,0.012059093
ENSG00000119630,1.275299729,0.012121645
ENSG00000204010,1.795714628,0.012143737
ENSG00000066279,1.041781414,0.01241813
ENSG00000186792,0.879253771,0.012456238
ENSG00000196715,-0.318737598,0.012495086
ENSG00000168297,-0.492189747,0.012642674
ENSG00000183889,0.483169939,0.012824228
ENSG00000244486,1.286178871,0.012988374
ENSG00000111319,1.000808256,0.013024074
ENSG00000142173,-0.842425006,0.013319701
ENSG00000274944,-1.674862732,0.013396196
ENSG00000169679,1.050705061,0.013507594
ENSG00000185198,-1.898548332,0.013616594
ENSG00000197557,0.673342794,0.013790073
ENSG00000115808,-0.280642786,0.01389647
ENSG00000172889,1.028825239,0.013931289
ENSG00000188175,1.997591238,0.013984785
ENSG00000179528,1.024053223,0.014028153
ENSG00000152475,0.985695156,0.014082677
ENSG00000161267,0.448502871,0.014134914
ENSG00000066230,0.670185129,0.014159769
ENSG00000198952,-0.285574319,0.014250058
ENSG00000144455,-0.242556856,0.014401401
ENSG00000141179,1.015951986,0.014522139
ENSG00000180921,0.851729892,0.014651913
ENSG00000055070,-0.212917484,0.014814317
ENSG00000206177,1.633843301,0.014859218
ENSG00000110619,-0.244128992,0.014966072
ENSG00000183742,0.816301688,0.015042478
ENSG00000129646,0.566261994,0.015066944
ENSG00000263465,0.47976346,0.015122658
ENSG00000179922,0.517688454,0.015136662
ENSG00000178607,-0.62685184,0.015353785
ENSG00000122970,0.636315121,0.015357218
ENSG00000126088,0.551858309,0.015438442
ENSG00000131981,1.140333526,0.015477499
ENSG00000204256,-0.201378647,0.015541988
ENSG00000161526,-0.212573291,0.015757569
ENSG00000284976,0.440115801,0.016099822
ENSG00000145354,1.087765823,0.016344959
ENSG00000004939,1.65499048,0.016432531
ENSG00000177602,1.131657625,0.016466044
ENSG00000255823,0.850241014,0.016519992
ENSG00000138738,0.88060868,0.016545625
ENSG00000130821,1.392158964,0.016681782
ENSG00000119326,1.39849242,0.016736859
ENSG00000164674,-0.454014551,0.016762801
ENSG00000214026,0.404183642,0.016836141
ENSG00000179168,0.99323595,0.016888467
ENSG00000167100,0.827953492,0.016922788
ENSG00000136840,1.243579443,0.017008007
ENSG00000155744,-0.641995645,0.017120646
ENSG00000106565,-1.931282307,0.017212462
ENSG00000110693,1.228583303,0.017306556
ENSG00000130489,1.50646733,0.017308519
ENSG00000176222,1.018838129,0.0175596
ENSG00000005882,0.470753458,0.017575767
ENSG00000079739,-0.340552831,0.017807549
ENSG00000086506,1.177328643,0.017858883
ENSG00000107968,-0.274983741,0.017876096
ENSG00000119950,1.392457753,0.017918821
ENSG00000114757,0.965035631,0.01807227
ENSG00000197965,-0.825335634,0.018141079
ENSG00000142634,-0.324307951,0.018173032
ENSG00000107242,0.90916561,0.018348943
ENSG00000067221,0.4453361,0.018426284
ENSG00000264324,1.690753572,0.018537982
ENSG00000115841,-0.460073587,0.018743695
ENSG00000213088,1.544262552,0.018820722
ENSG00000164849,1.27758501,0.018953788
ENSG00000250264,1.747382809,0.019093357
ENSG00000178033,1.305136251,0.019149967
ENSG00000008441,1.303577108,0.019468575
ENSG00000145916,0.324641286,0.019530854
ENSG00000162522,0.769273,0.019683446
ENSG00000133422,0.355328018,0.019735552
ENSG00000139722,-0.377775793,0.019810824
ENSG00000171798,-1.28058134,0.020418103
ENSG00000047597,1.659598074,0.020505697
ENSG00000173848,0.472906807,0.020512547
ENSG00000179526,0.762210869,0.020641574
ENSG00000129250,-0.262521228,0.020641906
ENSG00000146409,0.54610657,0.020755719
ENSG00000107263,-0.356798849,0.020910338
ENSG00000137210,0.454924804,0.020973494
ENSG00000186469,-0.411733706,0.020987999
ENSG00000284308,0.892153859,0.021080874
ENSG00000004809,0.937676427,0.021245649
ENSG00000255641,-1.86646467,0.021533858
ENSG00000168003,0.249477524,0.021756667
ENSG00000175931,1.375704987,0.021785404
ENSG00000103202,0.652410095,0.021838835
ENSG00000133138,-1.093542535,0.021885643
ENSG00000168785,1.071409678,0.022035547
ENSG00000133742,2.162571668,0.022108288
ENSG00000143416,1.494996297,0.022112648
