ENSEMBL,logFC,P.Value
ENSG00000101974,-0.482123194,0.000135713
ENSG00000124507,1.983458336,0.000206473
ENSG00000159388,0.674676874,0.000343384
ENSG00000119899,-0.453567089,0.000580186
ENSG00000106089,1.0399095,0.000582922
ENSG00000133460,0.694035437,0.000793018
ENSG00000171150,-0.455697099,0.00080075
ENSG00000160199,0.518200153,0.000980102
ENSG00000141002,0.41254214,0.001570889
ENSG00000196843,0.544554705,0.00166863
ENSG00000176845,0.775950966,0.001742783
ENSG00000115947,-0.376673777,0.001841752
ENSG00000108556,1.62835641,0.001866107
ENSG00000180509,1.240232993,0.001911113
ENSG00000104177,-0.928808732,0.001947985
ENSG00000145022,0.309292874,0.001985178
ENSG00000090581,0.320833147,0.002034475
ENSG00000082258,-0.362755828,0.002088771
ENSG00000109911,-0.560137509,0.00242796
ENSG00000179761,1.026809596,0.002516641
ENSG00000129465,0.343530547,0.002565975
ENSG00000174606,-0.409243332,0.002618069
ENSG00000134255,-0.319716547,0.002699097
ENSG00000101447,1.858104416,0.002851412
ENSG00000164180,-0.603147156,0.00304163
ENSG00000166762,-1.111506129,0.003110976
ENSG00000080345,-0.331923944,0.003169929
ENSG00000162882,0.948932728,0.003197666
ENSG00000175104,-0.290182307,0.003238012
ENSG00000275895,0.946069825,0.003275214
ENSG00000213889,0.967975527,0.003285217
ENSG00000240403,2.288357605,0.003411615
ENSG00000120903,0.638164631,0.003526681
ENSG00000198689,-0.359132521,0.003558784
ENSG00000163491,-1.861374101,0.003568192
ENSG00000143033,-0.332615076,0.003601641
ENSG00000105426,1.171961929,0.003609538
ENSG00000104327,-0.72764214,0.003745161
ENSG00000153914,-0.362240127,0.003748061
ENSG00000129810,-0.76359741,0.003750108
ENSG00000128872,-0.54679914,0.003863516
ENSG00000077254,-0.297497529,0.003883915
ENSG00000163380,-1.032879304,0.003911916
ENSG00000122912,-0.314559366,0.003912442
ENSG00000205593,0.744618002,0.003971573
ENSG00000151065,-0.578785072,0.004076723
ENSG00000111605,-0.336333523,0.00419346
ENSG00000136937,-0.346156528,0.00423624
ENSG00000154175,-1.139918809,0.004358515
ENSG00000004766,-0.425516581,0.004406316
ENSG00000005801,-0.513321678,0.004492942
ENSG00000066923,0.531095579,0.004526907
ENSG00000033178,-0.333088754,0.004553464
ENSG00000131375,-0.337923697,0.004576485
ENSG00000185658,-0.355564164,0.004782462
ENSG00000168566,-0.363449154,0.004893361
ENSG00000162526,1.751012733,0.004998969
ENSG00000186132,0.892715499,0.0051917
ENSG00000135503,0.731503323,0.005238677
ENSG00000189077,0.74184697,0.005365432
ENSG00000198743,-0.535543468,0.005398483
ENSG00000273899,0.354481744,0.005410384
ENSG00000122417,-0.579959471,0.005446865
ENSG00000056277,-0.649780762,0.005636226
ENSG00000112893,-0.343935757,0.005706589
ENSG00000165929,-0.698746084,0.00570809
ENSG00000164654,-0.399634689,0.00580889
ENSG00000140859,0.930636722,0.005854271
ENSG00000198642,-0.471717974,0.005889619
ENSG00000139624,0.381252017,0.00605526
ENSG00000185246,-0.475459127,0.006120479
ENSG00000110934,0.38017068,0.006163235
ENSG00000203965,-0.538047208,0.006169662
ENSG00000183087,0.83315109,0.006194222
ENSG00000162650,0.566861475,0.006328295
ENSG00000099194,0.875638748,0.006377059
ENSG00000111728,-0.709260507,0.006457613
ENSG00000112996,-0.439469752,0.006504308
ENSG00000153094,0.573284957,0.006552436
ENSG00000008283,-0.818016446,0.006627983
ENSG00000101935,-0.402822165,0.00664191
ENSG00000083544,-0.505705487,0.006785011
ENSG00000146955,1.554056723,0.006849401
ENSG00000174721,-0.789321578,0.006909459
ENSG00000269313,1.119267399,0.006994858
ENSG00000115138,1.276238506,0.007034817
ENSG00000145216,-0.256045917,0.007039251
ENSG00000116560,-0.252743703,0.007158349
ENSG00000149571,1.488632346,0.007183793
ENSG00000164620,-0.639726273,0.007276924
ENSG00000134900,-0.337952055,0.007459366
ENSG00000145414,-0.69446683,0.007488608
ENSG00000125944,-0.334004926,0.007495411
ENSG00000198001,0.321778334,0.007552904
ENSG00000046653,-0.668751381,0.007555576
ENSG00000184659,-1.822263819,0.007979375
ENSG00000156564,2.088968293,0.008009749
ENSG00000136643,-0.410375045,0.008024321
ENSG00000145348,-0.426915299,0.008123106
ENSG00000170525,1.082602207,0.008140357
ENSG00000156711,0.574751196,0.008196551
ENSG00000103160,-0.311885392,0.008395586
ENSG00000116001,-0.330310533,0.008474414
ENSG00000132294,-0.258504327,0.008545158
ENSG00000164244,-0.397166522,0.008585582
ENSG00000115419,-0.35642257,0.008726299
ENSG00000175197,0.594791324,0.008786563
ENSG00000168209,0.925009655,0.00881166
ENSG00000109452,-0.644378287,0.008888495
ENSG00000165359,-0.34708377,0.008926162
ENSG00000124215,1.034641542,0.008996522
ENSG00000171055,-0.320477908,0.009014891
ENSG00000162613,-0.365016694,0.009024328
ENSG00000125498,2.344445254,0.009170507
ENSG00000100433,1.893047087,0.009223622
ENSG00000096060,0.742927788,0.009294928
ENSG00000143546,1.20090722,0.00933449
ENSG00000147138,-0.641582363,0.009633839
ENSG00000133247,0.702595815,0.009709434
ENSG00000088448,-0.294051731,0.00996495
ENSG00000079335,-0.404124184,0.010083711
ENSG00000144426,-0.403996605,0.010153636
ENSG00000108848,-0.369041942,0.010200054
ENSG00000258839,0.849632779,0.010209944
ENSG00000077238,0.781801981,0.010222308
ENSG00000163728,-0.392324651,0.010259592
ENSG00000155542,2.068919193,0.010381106
ENSG00000204220,0.433779611,0.010382883
ENSG00000171943,-0.492143831,0.010424027
ENSG00000110429,-0.340542986,0.010601811
ENSG00000125676,-0.343284932,0.010664308
ENSG00000113368,0.838451258,0.010840789
ENSG00000062725,-0.209564947,0.01090133
ENSG00000102001,1.391934989,0.011103629
ENSG00000165669,-0.27692201,0.011118613
ENSG00000125434,0.852211893,0.011173822
ENSG00000204272,-0.785697776,0.011384825
ENSG00000136152,-0.266267365,0.011569148
ENSG00000002745,-0.93301467,0.0117399
ENSG00000163281,-0.546725372,0.011965481
ENSG00000033122,-1.021106204,0.012019018
ENSG00000129116,0.910158811,0.012052765
ENSG00000204301,0.809954269,0.012098035
ENSG00000104497,-0.641907595,0.01213948
ENSG00000137601,-0.459964703,0.012367538
ENSG00000139977,-0.431010093,0.012418454
ENSG00000159496,0.601689467,0.01243738
ENSG00000119487,-0.201675453,0.012498427
ENSG00000260861,1.88566394,0.012522569
ENSG00000134153,0.343739479,0.012747145
ENSG00000081026,-0.890710279,0.012817422
ENSG00000160447,0.96923542,0.013160178
ENSG00000157212,-0.342265679,0.0131785
ENSG00000140471,-0.42952219,0.013241885
ENSG00000177096,0.784990955,0.013355977
ENSG00000102780,-0.629725812,0.013449461
ENSG00000283528,2.457801857,0.013496831
ENSG00000107560,-0.278766227,0.013500511
ENSG00000075292,-0.270947961,0.013513821
ENSG00000267228,-2.685700655,0.013545318
ENSG00000183808,-0.337836915,0.013749514
ENSG00000158220,-1.101320124,0.013812801
ENSG00000188529,-0.334232485,0.013902417
ENSG00000196781,0.781947002,0.014145784
ENSG00000143756,-0.27462913,0.014182528
ENSG00000139131,-0.42043987,0.014193209
ENSG00000170365,1.020120123,0.01426557
ENSG00000053770,-0.299441555,0.014456299
ENSG00000213186,-0.533830338,0.014465021
ENSG00000135164,-0.31042627,0.014498484
ENSG00000112200,-0.280176052,0.014514987
ENSG00000081307,-0.405675026,0.01453138
ENSG00000106290,0.35395858,0.014578169
ENSG00000135722,0.70191129,0.014625209
ENSG00000120802,-0.310098753,0.014665296
ENSG00000127334,-0.43921885,0.014669491
ENSG00000143498,-0.525457919,0.014689922
ENSG00000100321,1.140019413,0.014745529
ENSG00000130024,-0.39502233,0.014783753
ENSG00000120725,0.35577459,0.014797487
ENSG00000104047,-0.437467269,0.014803722
ENSG00000151650,0.801341575,0.014810986
ENSG00000203747,0.610277094,0.014812453
ENSG00000159459,-0.29304549,0.014825494
ENSG00000100722,-0.355989274,0.014842334
ENSG00000164031,-0.368568313,0.014848902
ENSG00000048405,-0.357850244,0.01486058
ENSG00000128000,-0.459995954,0.015038117
ENSG00000213648,1.203273677,0.015043512
ENSG00000071794,-0.466306618,0.015051846
ENSG00000005302,0.386477586,0.015062463
ENSG00000168517,0.528395182,0.015142311
ENSG00000166387,-0.505082556,0.015177331
ENSG00000196456,0.655532921,0.015195066
ENSG00000198585,0.426708362,0.015236804
ENSG00000119979,0.404869837,0.015279514
ENSG00000163221,1.44236619,0.015410799
ENSG00000140488,1.293984884,0.015442051
ENSG00000177602,1.238758152,0.015489582
ENSG00000035499,1.088075581,0.015555903
ENSG00000178567,-0.327775822,0.015694299
ENSG00000160783,0.367494661,0.015793
ENSG00000186105,-0.722975234,0.015862142
ENSG00000111596,-0.268384824,0.016025402
ENSG00000144130,1.677625472,0.016045937
ENSG00000133641,-0.537022733,0.016129179
ENSG00000138829,1.064729577,0.016419617
ENSG00000104432,-1.418687838,0.016497032
ENSG00000161526,0.229720698,0.016593811
ENSG00000079134,-0.446028747,0.016674263
ENSG00000180011,-0.390322249,0.016708912
ENSG00000115641,-0.553826225,0.016742495
ENSG00000084731,0.790850896,0.01686633
ENSG00000197653,1.648899274,0.01694878
ENSG00000137941,-1.049575002,0.016989564
ENSG00000100307,0.324529681,0.0170412
ENSG00000099377,1.172531994,0.01704796
ENSG00000185621,-0.534811661,0.017218001
ENSG00000140323,0.694936173,0.017283353
ENSG00000091009,-0.257299363,0.017294741
ENSG00000164512,1.140320173,0.017295227
ENSG00000138286,-0.259567237,0.017460611
ENSG00000196440,0.768520579,0.017515229
ENSG00000183137,-0.522838522,0.017567446
ENSG00000109762,-0.523208546,0.01766204
ENSG00000181135,0.496811075,0.017706796
ENSG00000114354,-0.238852554,0.017801741
ENSG00000175482,0.378766458,0.017833419
ENSG00000140854,0.303419819,0.01785572
ENSG00000122435,-0.455467636,0.017954565
ENSG00000117262,-0.448687726,0.018110113
ENSG00000196267,-0.527415494,0.01816317
ENSG00000248712,1.376803021,0.018248576
ENSG00000182197,0.479297076,0.018302449
ENSG00000135541,-0.824671136,0.018419477
ENSG00000162928,-0.327840561,0.018543453
ENSG00000179094,0.814919399,0.018599173
ENSG00000111057,1.355718407,0.018609297
ENSG00000196459,-0.260466819,0.018652758
ENSG00000140350,0.348714676,0.018743741
ENSG00000092978,-0.402978988,0.018791813
ENSG00000164944,-0.188760873,0.018833007
ENSG00000096063,0.647179817,0.018923702
ENSG00000103485,-1.211479246,0.018932834
ENSG00000070444,0.469353875,0.018991385
ENSG00000221866,1.086258126,0.019005955
ENSG00000167604,0.35958269,0.019050809
ENSG00000123575,-0.282576393,0.019202319
ENSG00000154263,-0.710406826,0.019205964
ENSG00000181744,-0.294676034,0.019217108
ENSG00000075218,1.417925675,0.019248222
ENSG00000120458,-0.455186072,0.019260316
ENSG00000102858,0.637275547,0.019311715
ENSG00000132485,-0.387467747,0.019325314
ENSG00000141551,0.467538195,0.019367599
ENSG00000111684,0.475595214,0.019461851
ENSG00000124207,-0.275223732,0.019507231
ENSG00000157911,0.530624367,0.019524959
ENSG00000206530,-0.490023576,0.019545375
ENSG00000111785,-0.498927039,0.019597247
ENSG00000138686,-0.495041866,0.019824968
ENSG00000166225,-0.256331457,0.019980706
ENSG00000150756,-0.496738069,0.02004772
ENSG00000010072,-0.234875527,0.020207023
ENSG00000139112,0.587522181,0.020219429
ENSG00000068024,0.519044593,0.020280802
ENSG00000185404,-0.402011844,0.020352121
ENSG00000091536,1.455814106,0.020414815
ENSG00000154305,-0.230451261,0.020506525
ENSG00000040341,-0.293378085,0.020538707
ENSG00000132881,0.84259011,0.020915316
ENSG00000168615,0.496672913,0.021000009
ENSG00000156876,-0.541153418,0.021094899
ENSG00000135829,-0.212923841,0.02111881
ENSG00000143924,-0.264071345,0.021121426
ENSG00000164983,-0.33042987,0.021147975
ENSG00000276547,1.444060752,0.021148554
ENSG00000142185,0.659701196,0.021251224
ENSG00000162959,-0.240516987,0.021305837
ENSG00000100564,-0.427884235,0.021460009
ENSG00000152219,-0.477324172,0.021499235
ENSG00000144357,-0.237919223,0.021513569
ENSG00000241404,1.286722111,0.02162087
ENSG00000140379,0.864517755,0.021718532
