ENSEMBL,logFC,P.Value
ENSG00000256436,1.899302664,0.000127616
ENSG00000111319,2.057398828,0.00102252
ENSG00000185482,1.260747083,0.001395168
ENSG00000151881,-0.983329436,0.004232298
ENSG00000250264,3.026557956,0.00510283
ENSG00000122477,-1.510878776,0.005337013
ENSG00000160062,-1.985920238,0.006282144
ENSG00000184434,-1.542357604,0.006558017
ENSG00000261611,-1.896325854,0.006815609
ENSG00000284976,0.692786962,0.007854759
ENSG00000129646,0.931445068,0.007861448
ENSG00000144152,1.514661078,0.008540639
ENSG00000083444,-0.855526675,0.008679843
ENSG00000105865,-0.760176767,0.009359324
ENSG00000163795,-0.549149131,0.009377487
ENSG00000129354,1.873500066,0.009948553
ENSG00000196715,-0.46751949,0.010632444
ENSG00000184986,2.111289933,0.011535374
ENSG00000180921,1.282849462,0.011901691
ENSG00000179934,1.216619099,0.011953834
ENSG00000196878,1.592682591,0.012596526
ENSG00000152700,-0.335603747,0.012605158
ENSG00000078814,1.538730095,0.014352946
ENSG00000116285,-1.060053742,0.014424018
ENSG00000107130,1.718576717,0.014461793
ENSG00000183889,0.68192146,0.014824359
ENSG00000155961,-0.589886992,0.015028617
ENSG00000183628,1.650803717,0.015802855
ENSG00000273045,1.281978869,0.015921653
ENSG00000164663,-0.470274622,0.015973287
ENSG00000108828,0.401600088,0.017025258
ENSG00000130489,2.045872525,0.017216644
ENSG00000186501,-0.384827259,0.017447475
ENSG00000078140,-0.38110609,0.017774875
ENSG00000235169,2.189881012,0.018027747
ENSG00000174013,-0.448848175,0.018053878
ENSG00000042832,1.169220544,0.018381886
ENSG00000120662,-0.61903157,0.018545988
ENSG00000064545,0.593293838,0.019110097
ENSG00000122958,-0.563136827,0.019398544
ENSG00000055147,-0.390029318,0.019458199
ENSG00000070010,-0.31665978,0.019505801
ENSG00000101342,1.020307818,0.020246198
ENSG00000110944,1.568452511,0.020526324
ENSG00000161653,0.891912431,0.020604748
ENSG00000148834,-0.481523238,0.020770344
ENSG00000113615,-0.369297475,0.020970299
ENSG00000167904,-0.514398272,0.021062506
ENSG00000147100,-1.821866097,0.021299653
ENSG00000066230,0.899620278,0.021383519
ENSG00000072736,-0.463160139,0.021932453
ENSG00000259753,4.750999039,0.024215475
ENSG00000155393,-0.37938133,0.024488653
ENSG00000125864,-1.579071354,0.024682765
ENSG00000187498,-2.324325828,0.024795551
ENSG00000152944,-0.377859473,0.024853835
ENSG00000172889,1.318874631,0.025813185
ENSG00000121964,-0.477085442,0.02591242
ENSG00000155975,-0.300166583,0.026448448
ENSG00000175445,-1.753626322,0.026701919
ENSG00000020577,0.964029813,0.027101394
ENSG00000187260,0.855717982,0.027201074
ENSG00000149346,0.420441285,0.028037112
ENSG00000128039,0.686257809,0.028464291
ENSG00000271793,-2.45528617,0.028585124
ENSG00000091164,-0.34453445,0.028921385
ENSG00000115170,0.657341277,0.029198129
ENSG00000179922,0.665869721,0.029285677
ENSG00000119878,-0.42862708,0.030039709
ENSG00000180694,-0.565250293,0.030226683
ENSG00000130487,0.906299956,0.030546495
ENSG00000186469,-0.54538837,0.031065185
ENSG00000178449,-0.709997908,0.031186768
ENSG00000166444,-1.278045921,0.031689861
ENSG00000187626,-0.354765344,0.032777608
ENSG00000177688,0.858429795,0.033175523
ENSG00000271741,1.377354629,0.033344808
ENSG00000198246,-0.47827358,0.033808623
ENSG00000169599,-0.72458691,0.033867682
ENSG00000120903,0.629184498,0.033909247
ENSG00000179195,-0.356655615,0.033940639
ENSG00000183336,-0.620621569,0.034036937
ENSG00000197620,-0.356303526,0.034161652
ENSG00000154920,-1.006668264,0.034369634
ENSG00000139914,1.266037183,0.034786742
ENSG00000186364,-1.05635867,0.035075776
ENSG00000228049,-0.8091347,0.035326135
ENSG00000177602,1.447226443,0.035340111
ENSG00000185614,0.942144405,0.035429444
ENSG00000167720,-0.982973677,0.035622359
ENSG00000090686,-0.313115501,0.035837029
ENSG00000262621,3.524050525,0.036105264
ENSG00000185049,0.399672577,0.036376955
ENSG00000152475,1.251214756,0.036977675
ENSG00000156097,-0.968271085,0.03739756
ENSG00000261459,-3.434788088,0.037413578
ENSG00000004799,1.197914322,0.037518455
ENSG00000131153,0.865789037,0.037631988
ENSG00000140950,-0.493158843,0.037753296
ENSG00000171611,1.413662133,0.037778428
ENSG00000102317,-0.42283789,0.037848086
ENSG00000112667,1.017790231,0.037848166
ENSG00000114107,-0.790956263,0.037873917
ENSG00000180611,1.155465964,0.03801831
ENSG00000170445,-0.260794111,0.03834981
ENSG00000118432,1.489685163,0.038679022
ENSG00000120334,-0.549458342,0.038775491
ENSG00000179841,-0.885995052,0.039056554
ENSG00000174429,1.209075501,0.039132248
ENSG00000152763,-1.576682766,0.039144655
ENSG00000165501,-0.611284023,0.039224934
ENSG00000112232,1.405857134,0.039284289
ENSG00000072849,-0.282142834,0.039321428
ENSG00000025796,-0.438248182,0.039342103
ENSG00000168807,-0.441109841,0.03934572
ENSG00000129048,1.497488118,0.040046326
ENSG00000164329,-0.251496364,0.040085403
ENSG00000196459,-0.2933641,0.040197606
ENSG00000277462,-0.890975016,0.040833651
ENSG00000127220,0.787751487,0.041268286
ENSG00000089050,-0.556997239,0.041755038
ENSG00000171408,1.181135868,0.04200498
ENSG00000273173,1.140521616,0.042135503
ENSG00000170291,-0.465082743,0.042332959
ENSG00000181856,2.00004208,0.042355431
ENSG00000079435,0.688386981,0.042722637
ENSG00000069998,0.364594496,0.042968646
ENSG00000255823,1.031006737,0.042970101
ENSG00000196227,-0.338891357,0.043064492
ENSG00000196323,-0.448200438,0.043279912
ENSG00000092853,1.003849108,0.043491513
ENSG00000148481,-0.40815324,0.044297116
ENSG00000135547,-2.205103137,0.044405861
ENSG00000167595,-0.787021603,0.044514568
ENSG00000104980,0.435037119,0.044661
ENSG00000176401,-0.887057303,0.044839321
ENSG00000204388,0.701999766,0.04557895
ENSG00000205208,-0.55458584,0.045826691
ENSG00000173930,-0.766588512,0.045890544
ENSG00000013583,0.866103823,0.046100933
ENSG00000164764,-0.795372007,0.046210942
ENSG00000256812,1.032958952,0.046439788
ENSG00000135423,-1.345350162,0.046869675
ENSG00000197275,0.970071454,0.047754052
ENSG00000170482,-0.989854229,0.047789012
ENSG00000221988,0.82429909,0.048802419
ENSG00000120725,0.371466715,0.049444601
ENSG00000119686,0.563228213,0.049479411
ENSG00000081870,-0.509797745,0.04954372
ENSG00000101367,-0.210048191,0.049593521
ENSG00000144306,0.360002387,0.049939306
ENSG00000105711,0.993572896,0.049950787
ENSG00000080854,1.138357672,0.05094025
ENSG00000166275,-0.549588027,0.051271972
ENSG00000145916,0.386465501,0.051345176
ENSG00000164118,-0.316654523,0.051360011
ENSG00000159231,1.25909477,0.051379411
ENSG00000156853,0.337504905,0.05147544
ENSG00000135002,-0.589893361,0.052007391
ENSG00000221883,-0.673436141,0.052880262
ENSG00000107968,-0.318340288,0.053300994
ENSG00000182318,-0.427759653,0.053586838
ENSG00000198838,0.758589429,0.053688255
ENSG00000163918,-0.642172818,0.053728236
