ENSEMBL,logFC,P.Value
ENSG00000182810,-0.454388826,0.001213964
ENSG00000096060,-0.849231409,0.003321508
ENSG00000143195,-1.663235581,0.003461506
ENSG00000149418,-1.017651464,0.003922504
ENSG00000101447,-1.786315083,0.00401261
ENSG00000174721,0.842294234,0.004020571
ENSG00000203965,0.559907393,0.004981348
ENSG00000140854,-0.357577925,0.005487324
ENSG00000119673,0.666829794,0.005856816
ENSG00000167601,-1.046390982,0.006681237
ENSG00000187510,-1.52849564,0.007008194
ENSG00000185614,1.02369394,0.007079183
ENSG00000171503,-0.406312604,0.007538101
ENSG00000111962,0.542049909,0.008543705
ENSG00000147872,-0.48319561,0.009606661
ENSG00000056277,0.605692545,0.00970461
ENSG00000100433,-1.845973956,0.010684028
ENSG00000108556,-1.379403747,0.010727945
ENSG00000100802,-0.433322861,0.011778397
ENSG00000110090,-0.574434558,0.012319053
ENSG00000143674,0.708431425,0.01337636
ENSG00000102317,-0.379274489,0.015045375
ENSG00000196456,-0.664035551,0.015334534
ENSG00000240230,0.271704597,0.015776658
ENSG00000116922,0.411053671,0.016621508
ENSG00000155254,-0.762113452,0.016717729
ENSG00000183605,-0.596677641,0.017396516
ENSG00000127329,-1.311632228,0.017704861
ENSG00000121966,-0.552987072,0.018985482
ENSG00000174672,0.657595262,0.019072682
ENSG00000198585,-0.409406614,0.019301192
ENSG00000004799,-1.060446123,0.01985163
ENSG00000197653,-1.62682886,0.019918168
ENSG00000179094,-0.802103089,0.020291843
ENSG00000173269,1.008642407,0.020377371
ENSG00000187391,-1.734000958,0.020423096
ENSG00000112576,-0.302494221,0.021495902
ENSG00000103066,0.565206754,0.024161848
ENSG00000212123,-1.032974022,0.024502884
ENSG00000111057,-1.311073358,0.024523476
ENSG00000183801,1.061951806,0.024941767
ENSG00000105767,-0.831729547,0.024975136
ENSG00000138286,0.242658687,0.02574862
ENSG00000122025,-0.795928558,0.025856745
ENSG00000173531,0.510307825,0.026756099
ENSG00000276547,-1.419286271,0.027103642
ENSG00000277957,-2.347302216,0.027163942
ENSG00000080298,0.327501059,0.027558288
ENSG00000146955,-1.286709876,0.027788872
ENSG00000163312,0.376605999,0.027843909
ENSG00000166881,0.310076005,0.028210194
ENSG00000269313,-0.928639028,0.028424369
ENSG00000186081,-2.281077493,0.028443214
ENSG00000163702,-0.626606433,0.028477961
ENSG00000099958,-1.543307869,0.028727923
ENSG00000220201,0.877574438,0.028907551
ENSG00000175556,0.507494806,0.029137236
ENSG00000179588,-0.562754169,0.029175502
ENSG00000168209,-0.762313561,0.029485011
ENSG00000171953,-0.381268201,0.029572382
ENSG00000064115,0.258901512,0.029821638
ENSG00000168795,0.329994018,0.030314032
ENSG00000002745,0.777349751,0.030382326
ENSG00000175970,0.295760902,0.030864176
ENSG00000133131,0.605563721,0.030938636
ENSG00000148057,0.424726314,0.031856156
ENSG00000284024,0.251221957,0.031891917
ENSG00000137413,-0.21664353,0.032277442
ENSG00000123179,-0.511677865,0.032347406
ENSG00000232859,-0.443716768,0.032468736
ENSG00000178537,-0.413541319,0.032584849
ENSG00000186132,-0.688349226,0.032999462
ENSG00000171680,1.547685251,0.033941111
ENSG00000196826,-2.229899095,0.034412547
ENSG00000070669,-0.521632012,0.034501446
ENSG00000262209,-1.254769434,0.03451748
ENSG00000165209,0.466760329,0.034678457
ENSG00000260861,-1.652467435,0.035108631
ENSG00000188493,-0.750625991,0.035138379
ENSG00000204315,0.513952669,0.035437655
ENSG00000042317,0.703033553,0.035638227
ENSG00000099783,-0.235853245,0.035740172
ENSG00000169129,-0.531631917,0.037048246
ENSG00000170365,-0.867035137,0.037424063
ENSG00000167378,0.257814265,0.03756631
ENSG00000164306,0.390044957,0.037656006
ENSG00000105426,-0.845993112,0.037998537
ENSG00000159761,-0.641163502,0.038547488
ENSG00000104154,0.459615986,0.039347668
ENSG00000163913,-0.337560938,0.039458655
ENSG00000114439,0.222835433,0.039662681
ENSG00000148835,0.362872556,0.039818
ENSG00000282034,1.298335335,0.040022888
ENSG00000165355,-0.257203675,0.040218408
ENSG00000134061,0.583376824,0.040319706
ENSG00000275004,0.562408332,0.040916925
ENSG00000109272,-1.300439447,0.040919302
ENSG00000162882,-0.676338674,0.040941121
ENSG00000255330,1.723027135,0.041217006
ENSG00000203950,0.863955177,0.041339869
ENSG00000197858,-0.353108889,0.041597115
ENSG00000101846,-0.368799111,0.041974178
ENSG00000189292,0.937871061,0.042299259
ENSG00000100024,-1.071737398,0.042620149
ENSG00000188706,-0.572377765,0.04278427
ENSG00000099194,-0.665741453,0.043046691
ENSG00000150967,-1.159113348,0.043170386
ENSG00000131043,0.250118813,0.043480753
ENSG00000253797,0.375255191,0.044201174
ENSG00000198794,-0.93158612,0.045853108
ENSG00000166133,0.463168006,0.04611344
ENSG00000090565,0.40973232,0.046307064
ENSG00000186231,1.05350556,0.046355595
ENSG00000124145,-0.910645058,0.046654009
ENSG00000183258,-0.19508679,0.046816343
ENSG00000136874,0.243135844,0.047072368
ENSG00000123415,0.257618631,0.047133745
ENSG00000075391,0.850659602,0.047302338
ENSG00000175820,1.220239497,0.047305123
ENSG00000133121,-1.375420003,0.048017538
ENSG00000153879,0.312283653,0.048252717
ENSG00000130921,0.371074985,0.048779968
ENSG00000148690,0.346590087,0.048955833
ENSG00000168679,0.647452579,0.049119553
ENSG00000128656,1.059686503,0.049342974
ENSG00000124215,-0.790105273,0.049385703
ENSG00000102401,0.237013786,0.049490792
ENSG00000054148,-0.464213093,0.050075335
ENSG00000198205,0.368677669,0.050409922
ENSG00000116353,-0.545369776,0.050529334
ENSG00000011566,0.348361286,0.050718587
ENSG00000174428,0.335427428,0.051038397
ENSG00000181588,-0.529230419,0.051228474
ENSG00000095397,0.764569262,0.05126323
ENSG00000101057,-1.15351019,0.053199054
ENSG00000270170,-0.47336735,0.053304708
ENSG00000124766,-0.745350285,0.05365668
ENSG00000139131,0.319944634,0.053706728
ENSG00000081177,0.405345918,0.053722872
ENSG00000267534,0.516775911,0.054279806
ENSG00000143450,1.099821635,0.054325866
ENSG00000176890,-1.175497886,0.05463683
ENSG00000206384,0.451814813,0.054665018
ENSG00000122912,0.202142134,0.054885339
ENSG00000148481,0.300136377,0.055645072
ENSG00000275126,-0.722102208,0.055681191
ENSG00000177380,-0.889154632,0.055815277
ENSG00000135974,0.250815979,0.056080083
ENSG00000272410,0.423558762,0.056336695
ENSG00000284820,-1.070529659,0.056435618
ENSG00000137713,0.241079752,0.057014184
ENSG00000221994,0.546799294,0.058042947
ENSG00000010318,-0.432815164,0.058206925
ENSG00000230797,-0.909384795,0.058427723
ENSG00000205593,-0.496026396,0.058745151
ENSG00000079974,0.452300658,0.05900549
ENSG00000108106,-0.413213095,0.059123192
ENSG00000143127,1.019267512,0.059216099
ENSG00000196449,0.367071984,0.059318517
