ENSEMBL,logFC,P.Value
ENSG00000228253,-1.476479089,0.000576804
ENSG00000135862,0.948021367,0.001455811
ENSG00000263874,-0.677888356,0.001603595
ENSG00000009724,-0.525571786,0.001762843
ENSG00000138670,0.548754554,0.002018428
ENSG00000155893,-0.450123447,0.003237363
ENSG00000206557,-1.834770925,0.003478313
ENSG00000007312,0.707064803,0.003788991
ENSG00000116191,0.507686847,0.003903523
ENSG00000187912,0.671220927,0.003932365
ENSG00000196664,0.561036914,0.004340446
ENSG00000106686,-1.028833445,0.004468522
ENSG00000204388,0.637884558,0.004480267
ENSG00000115183,-0.783650425,0.004991777
ENSG00000152689,0.5420908,0.005153175
ENSG00000185085,0.271461802,0.005490538
ENSG00000189420,-0.520866614,0.005546887
ENSG00000128886,1.303487559,0.005818207
ENSG00000106341,1.406199951,0.005833271
ENSG00000164114,0.817563863,0.006258932
ENSG00000181625,2.280111515,0.006327807
ENSG00000163568,0.848658795,0.006685921
ENSG00000145365,0.402242946,0.006760414
ENSG00000243364,0.518728068,0.00692704
ENSG00000185386,0.980838016,0.007879785
ENSG00000105996,0.869101744,0.008059949
ENSG00000178718,0.646902485,0.008275041
ENSG00000152284,-0.74971708,0.008378393
ENSG00000145113,-1.955324633,0.008429182
ENSG00000261052,-1.578930553,0.008456743
ENSG00000164082,-1.156623424,0.008457906
ENSG00000122970,-0.665421443,0.008535823
ENSG00000047457,-0.78136674,0.008948968
ENSG00000283765,-3.267278911,0.009197916
ENSG00000117322,0.753462478,0.009277565
ENSG00000186283,0.287410732,0.009899947
ENSG00000168502,0.947802985,0.009913378
ENSG00000182489,1.201751587,0.010094055
ENSG00000177548,0.331011699,0.010141571
ENSG00000136682,0.382358882,0.010817676
ENSG00000078140,-0.256049539,0.010967236
ENSG00000128218,1.112952307,0.011018923
ENSG00000110987,0.721873207,0.011153214
ENSG00000198919,0.38499528,0.011248513
ENSG00000100294,0.463784476,0.011658892
ENSG00000261459,-2.610877367,0.011670156
ENSG00000108828,0.26389183,0.011876065
ENSG00000153253,0.826158192,0.011965321
ENSG00000179921,0.486825206,0.012082005
ENSG00000101557,-0.38800733,0.012391715
ENSG00000123358,1.01885834,0.012678499
ENSG00000050628,-1.574490928,0.012836089
ENSG00000105289,0.910147073,0.012842289
ENSG00000269242,1.884661382,0.0130733
