ENSEMBL,logFC,P.Value
ENSG00000205560,1.099416682,0.00022658
ENSG00000187510,-1.880961084,0.000238744
ENSG00000187116,-1.162738122,0.000402368
ENSG00000081377,0.61805836,0.000439372
ENSG00000116299,-2.42848791,0.000440757
ENSG00000160783,-0.476529664,0.000514893
ENSG00000178718,-1.025898259,0.000521046
ENSG00000198938,0.61269442,0.000588546
ENSG00000155893,0.564987422,0.000613366
ENSG00000213949,1.709522781,0.000625813
ENSG00000149418,-1.085497552,0.00063222
ENSG00000182810,-0.418195258,0.000726999
ENSG00000111057,-1.74734261,0.000753412
ENSG00000069869,-1.044831284,0.000836099
ENSG00000166762,1.027480147,0.00092067
ENSG00000187778,-0.372118234,0.00097351
ENSG00000184226,-0.855823303,0.001010734
ENSG00000105948,-2.093047183,0.001029708
ENSG00000120662,0.587535098,0.001102039
ENSG00000133424,-1.11974084,0.001111684
ENSG00000056277,0.649485489,0.00117567
ENSG00000135547,2.051967731,0.001356059
ENSG00000267228,2.834242844,0.001426075
ENSG00000009724,0.569997934,0.001461661
ENSG00000196208,1.818604283,0.001532713
ENSG00000172728,0.505317167,0.001678647
ENSG00000198712,0.580579375,0.001760324
ENSG00000124507,-1.542370896,0.001813421
ENSG00000198886,0.891490057,0.001866062
ENSG00000235272,2.066820899,0.001868037
ENSG00000164306,0.507868064,0.002008586
ENSG00000100304,-0.420723933,0.002044145
ENSG00000198804,0.654685636,0.002064442
ENSG00000108639,-0.4449093,0.002106001
ENSG00000133627,0.516391401,0.002190649
ENSG00000078140,0.337157359,0.00220513
ENSG00000129810,0.667867746,0.002269552
ENSG00000197915,1.339808099,0.002335021
ENSG00000135862,-1.000030431,0.002447708
ENSG00000159788,0.624967797,0.002451545
ENSG00000170365,-1.127263986,0.002541364
ENSG00000083454,-0.957111052,0.002597246
ENSG00000105369,-1.015468843,0.002609988
ENSG00000172613,0.456839816,0.00264066
ENSG00000114107,0.753432131,0.002699111
ENSG00000180549,-0.924322538,0.002736251
ENSG00000117009,-0.685873537,0.002759804
ENSG00000127948,-0.600427636,0.00278977
ENSG00000130598,-1.001499446,0.002801557
ENSG00000213648,-1.321850438,0.002978234
ENSG00000177981,-0.333088411,0.002978552
ENSG00000138443,0.480233633,0.003008804
ENSG00000167601,-1.023111871,0.003047421
ENSG00000132965,-0.803692168,0.003072321
ENSG00000198899,0.797139026,0.003076425
ENSG00000110665,0.580799491,0.003096839
ENSG00000187912,-0.768274014,0.003119666
ENSG00000103811,-0.55955248,0.003182535
ENSG00000121903,0.69636251,0.00319809
ENSG00000162994,1.051353171,0.003218423
ENSG00000261052,1.827343446,0.003264967
ENSG00000177873,0.377680905,0.003285509
ENSG00000204520,0.829590021,0.003443554
ENSG00000101447,-1.685894209,0.003707631
ENSG00000164406,0.547553194,0.00389202
ENSG00000144655,-0.879230512,0.003910377
ENSG00000174607,-1.23114951,0.003924235
ENSG00000127980,0.345759379,0.004060152
ENSG00000136867,-0.779324426,0.004111346
ENSG00000186132,-0.81968653,0.004245778
ENSG00000048991,0.484071855,0.004268813
ENSG00000102100,-0.475826899,0.004269767
ENSG00000141002,-0.32881198,0.004405285
