ENSEMBL,logFC,P.Value
ENSG00000020577,-0.979209873,0.000826773
ENSG00000168209,0.9268513,0.001690557
ENSG00000128805,-0.752681021,0.001993915
ENSG00000196664,-0.588263847,0.003424013
ENSG00000184986,-1.546807416,0.003746906
ENSG00000164663,0.355093386,0.004030867
ENSG00000179841,0.776612401,0.004361367
ENSG00000179921,-0.567528091,0.004458781
ENSG00000186469,0.482732995,0.004652975
ENSG00000189420,0.53358491,0.004732683
ENSG00000136147,-0.413499839,0.004924903
ENSG00000185482,-0.644895969,0.004974087
ENSG00000130489,-1.624655397,0.005125091
ENSG00000185022,0.563238484,0.005166347
ENSG00000070010,0.244351782,0.005468245
ENSG00000136682,-0.42925516,0.005663018
ENSG00000116273,0.361779405,0.006439557
ENSG00000196715,0.310595441,0.00687283
ENSG00000135124,-0.32597018,0.007192106
ENSG00000166974,0.256951287,0.007470923
ENSG00000240764,1.658204305,0.007649021
ENSG00000136720,0.313572519,0.008042308
ENSG00000166444,0.960635229,0.008289103
ENSG00000250264,-1.818958159,0.008874508
ENSG00000185198,1.541942308,0.009644264
ENSG00000284976,-0.422135616,0.010369957
ENSG00000143473,-1.524219376,0.010446782
ENSG00000125740,0.940161512,0.010499482
ENSG00000172339,0.556157419,0.010705737
ENSG00000280433,0.627296106,0.010937849
ENSG00000108798,0.329303264,0.011104755
ENSG00000256436,-0.66348656,0.011493712
ENSG00000144306,-0.295627325,0.011965521
ENSG00000158050,0.974301931,0.011982231
ENSG00000181481,-0.374188252,0.012128813
ENSG00000101342,-0.677501022,0.01238666
ENSG00000110079,-0.893176537,0.012610447
ENSG00000115556,0.687684265,0.012835739
ENSG00000105948,-1.124378422,0.012942711
ENSG00000284922,-1.912836149,0.013591342
ENSG00000166278,-1.063361224,0.013837235
ENSG00000150712,0.218103247,0.013908858
ENSG00000135862,-0.699367921,0.013909578
ENSG00000157693,-0.416189402,0.013971182
ENSG00000119686,-0.449678435,0.01401244
ENSG00000182118,-0.597192276,0.01423067
ENSG00000132669,-0.511592458,0.014592099
ENSG00000157240,-0.494436202,0.014833902
ENSG00000269743,0.451185454,0.015087541
ENSG00000171617,0.596041537,0.015165957
ENSG00000108828,-0.25838645,0.01534599
ENSG00000125498,1.462145004,0.015643986
ENSG00000130487,-0.655106723,0.016396842
ENSG00000053254,0.217326654,0.016422822
ENSG00000101367,0.170148855,0.016534149
ENSG00000273045,-0.798316336,0.016585452
ENSG00000233954,-0.663317235,0.016590131
ENSG00000105612,-0.319847886,0.016818552
ENSG00000171115,-0.281214492,0.016874089
ENSG00000228049,0.592300917,0.017274533
ENSG00000089127,-0.979776695,0.017352827
ENSG00000166908,0.234474847,0.017629565
ENSG00000079332,0.189615369,0.018130571
ENSG00000144152,-0.879635167,0.018458621
ENSG00000244693,2.528073814,0.018636592
ENSG00000101347,-0.312119641,0.019109585
ENSG00000117318,-0.781098974,0.019439624
ENSG00000138303,0.246894239,0.019795154
ENSG00000206418,-0.311990876,0.019844533
ENSG00000004809,-0.861830898,0.020018161
ENSG00000153234,0.893916575,0.020404363
ENSG00000154175,-0.645198059,0.02063626
ENSG00000134107,0.423156482,0.020717298
ENSG00000179029,0.382409094,0.020785405
ENSG00000082397,-0.530026792,0.020912386
ENSG00000170581,-0.596901382,0.021556419
ENSG00000069998,-0.260253082,0.022325098
ENSG00000121797,-0.438003891,0.022423501
ENSG00000037897,-0.707199175,0.022474314
ENSG00000138760,-0.31650158,0.022571263
ENSG00000120256,-0.917756924,0.022607001
ENSG00000168807,0.316170364,0.022709162
ENSG00000198899,0.579614263,0.022719177
ENSG00000059378,-0.509005184,0.022793485
ENSG00000186399,0.743786338,0.023010054
ENSG00000173930,0.560047393,0.023041227
ENSG00000198064,1.382086061,0.023191542
ENSG00000113249,1.183803898,0.023205668
ENSG00000153395,0.31213419,0.023384958
ENSG00000121964,0.309592745,0.023596348
ENSG00000006831,0.182236585,0.023632387
ENSG00000100575,0.444305565,0.023878126
ENSG00000258461,-0.51176611,0.023990952
ENSG00000180061,-0.567450385,0.024039958
ENSG00000162594,-1.306778629,0.024157802
ENSG00000184545,0.658497158,0.024158242
ENSG00000110057,-0.552911012,0.024239262
ENSG00000285942,2.182893331,0.024309793
ENSG00000115267,-0.659250278,0.024326262
ENSG00000100221,0.250021406,0.024338583
ENSG00000187808,-0.529541915,0.024343703
ENSG00000137200,-0.407317669,0.024443515
ENSG00000118503,0.443840288,0.024640886
ENSG00000108771,-0.686025289,0.02478541
ENSG00000025796,0.302601902,0.024931017
ENSG00000173621,-0.483063973,0.025060623
ENSG00000186081,1.406968432,0.025566688
ENSG00000106799,0.249749267,0.025726607
ENSG00000131788,0.394968287,0.02585398
ENSG00000138035,-0.563718398,0.025927706
ENSG00000185386,-0.79569288,0.026363771
ENSG00000275302,0.89443725,0.026376621
ENSG00000106605,-0.443198222,0.02640311
ENSG00000109171,0.200000554,0.026664784
ENSG00000120725,-0.263389496,0.026768769
ENSG00000196873,-0.364436704,0.027025365
ENSG00000105967,-0.454065499,0.027133859
ENSG00000170962,0.745730339,0.027234277
ENSG00000225663,0.289437617,0.027592095
ENSG00000172123,-0.376483797,0.027804578
ENSG00000168062,-1.157025621,0.027911735
ENSG00000074964,-0.429879223,0.028307602
ENSG00000198938,0.360436981,0.028383133
ENSG00000128203,-0.295110203,0.028440511
ENSG00000116285,0.579293028,0.028549184
ENSG00000111319,-0.807906741,0.028738492
ENSG00000134326,-1.321946011,0.028873309
ENSG00000198886,0.585722819,0.029064556
ENSG00000235169,-1.535873314,0.029128083
ENSG00000115415,-0.505942461,0.029146934
ENSG00000096968,-0.288215279,0.02921393
ENSG00000263874,0.472154605,0.029218729
ENSG00000184060,-0.41522876,0.029326294
ENSG00000072736,0.287472184,0.030001043
ENSG00000155367,1.151494609,0.030083424
ENSG00000121807,-0.441015237,0.030085855
ENSG00000120055,0.78418308,0.030103906
ENSG00000107281,-0.876713534,0.030117224
ENSG00000010704,-0.412662555,0.030125419
ENSG00000140675,0.87822328,0.030128727
ENSG00000185798,0.374484288,0.030218209
ENSG00000156973,0.241804665,0.030262046
ENSG00000276070,0.838964292,0.030268406
ENSG00000002549,-0.617101054,0.030287658
ENSG00000185507,-0.628425893,0.030321283
ENSG00000138642,-0.571196307,0.030754241
ENSG00000088827,-1.556772689,0.03076435
ENSG00000255152,-1.457251192,0.030792151
ENSG00000258659,-0.335138622,0.030846928
ENSG00000204103,-0.451084985,0.030920158
ENSG00000023191,-0.29908006,0.031055767
ENSG00000130433,-1.295419522,0.031100332
ENSG00000112576,0.2462562,0.031129544
ENSG00000148600,0.780081294,0.031179815
ENSG00000128604,-0.329467413,0.031325772
ENSG00000163874,0.226291614,0.032270606
ENSG00000152284,0.613752776,0.03241822
ENSG00000183336,0.395171782,0.033109757
ENSG00000108679,-0.729050843,0.033401599
ENSG00000110944,-0.98939415,0.033707087
ENSG00000162746,0.56166467,0.034299259
ENSG00000170619,-0.216392702,0.034392607
ENSG00000139289,0.555635489,0.034451787
ENSG00000166246,-0.694663452,0.034504243
ENSG00000023171,-0.413664337,0.034633679
ENSG00000257767,-2.300887785,0.034706124
