ENSEMBL,logFC,P.Value
ENSG00000256436,-1.559846877,4.23E-05
ENSG00000169621,0.853134668,0.00019838
ENSG00000137210,0.727221318,0.000268865
ENSG00000168116,0.754622129,0.000300103
ENSG00000139734,1.49661637,0.000351729
ENSG00000116299,-2.62239517,0.000445363
ENSG00000115944,0.498402922,0.000499678
ENSG00000185482,-1.004549432,0.0005024
ENSG00000137804,1.056108841,0.000552263
ENSG00000166803,2.17384835,0.000596369
ENSG00000152078,1.539875703,0.000633401
ENSG00000111269,0.385104745,0.000702261
ENSG00000072274,1.007244033,0.000875268
ENSG00000152700,0.326487479,0.000925089
ENSG00000109674,1.264949545,0.001051419
ENSG00000052802,0.779265966,0.001099677
ENSG00000128394,-0.70701914,0.001295715
ENSG00000271425,-0.720941825,0.001365953
ENSG00000120662,0.606927523,0.00143837
ENSG00000139517,0.468627414,0.001581475
ENSG00000144655,-1.045904447,0.001583417
ENSG00000169217,-0.243675965,0.001601104
ENSG00000116675,1.637566309,0.001656064
ENSG00000263465,0.650120095,0.001698517
ENSG00000156097,1.07286767,0.00170006
ENSG00000078140,0.367748946,0.001740965
ENSG00000144468,0.624639821,0.00176285
ENSG00000091164,0.35786755,0.001794563
ENSG00000175449,0.770281258,0.001946352
ENSG00000123349,0.730303992,0.001977492
ENSG00000254692,3.328012421,0.001988824
ENSG00000278224,-2.04232052,0.002043504
ENSG00000155380,0.505326005,0.002085283
ENSG00000244187,0.559776324,0.002129775
ENSG00000163170,1.05237713,0.002263928
ENSG00000165480,1.157378364,0.002302974
ENSG00000170540,0.702319945,0.002304547
ENSG00000087301,0.530398227,0.002313613
ENSG00000181061,0.65403912,0.002346542
ENSG00000137812,0.748327893,0.002661646
ENSG00000101639,0.356436321,0.002682973
ENSG00000120158,0.757696788,0.002725143
ENSG00000107130,-1.556938086,0.002808336
ENSG00000068489,0.636202829,0.002816688
ENSG00000105968,0.258302109,0.003041683
ENSG00000100749,0.757257228,0.003088277
ENSG00000182768,0.358699485,0.003161587
ENSG00000094975,0.409300657,0.003292982
ENSG00000005189,0.77412552,0.003320586
ENSG00000113811,0.924103493,0.003332077
ENSG00000100387,0.551722626,0.00339426
ENSG00000145354,1.337163459,0.003510749
ENSG00000184182,0.680796311,0.003577134
ENSG00000162999,0.740042977,0.00368607
ENSG00000143727,0.872696009,0.003798756
ENSG00000185414,0.458355292,0.003878438
ENSG00000105948,-1.842246949,0.003893875
ENSG00000123080,0.801994992,0.003996533
ENSG00000105971,1.595423347,0.004023069
ENSG00000173598,0.906913137,0.004045084
ENSG00000127540,0.639215593,0.004052468
ENSG00000139354,0.817318759,0.004053886
ENSG00000184445,0.311254254,0.004149486
ENSG00000131400,0.826848659,0.004158138
ENSG00000232859,0.539275342,0.004267062
ENSG00000136492,0.630595263,0.004396917
ENSG00000100479,0.980921178,0.004465665
ENSG00000133641,0.565514601,0.004641826
ENSG00000273079,2.96955513,0.004643952
ENSG00000172171,0.51365325,0.004728482
ENSG00000156136,0.486215993,0.004828376
ENSG00000162994,1.038553361,0.004862369
ENSG00000187866,0.306002036,0.004908837
ENSG00000135776,0.670757441,0.004914999
ENSG00000102760,0.949483594,0.004946922
ENSG00000166200,0.484300837,0.004997967
ENSG00000226479,-0.515764286,0.005087165
ENSG00000171798,-1.704657717,0.005101775
ENSG00000186184,0.771944583,0.005148002
ENSG00000151881,0.652689554,0.005196945
ENSG00000116668,0.7023378,0.005414895
ENSG00000169752,1.261155035,0.005424112
ENSG00000271741,-1.423024584,0.005458215
ENSG00000112306,0.635819661,0.005486479
ENSG00000067248,0.487324823,0.005581354
ENSG00000154813,0.339403956,0.005646389
ENSG00000139329,2.663051604,0.005679757
ENSG00000165516,0.36262269,0.005693817
ENSG00000013392,0.961634577,0.00570989
ENSG00000187498,1.957139134,0.005723424
ENSG00000167208,-0.290128138,0.00579155
ENSG00000079459,0.466159974,0.005850502
ENSG00000163808,0.964943824,0.005980037
ENSG00000114107,0.733394979,0.005998593
ENSG00000187735,0.513546564,0.006094705
ENSG00000104522,1.556508932,0.006232696
ENSG00000204387,0.601144481,0.006406342
ENSG00000107798,0.615066237,0.006418152
ENSG00000155393,0.329906619,0.006464433
ENSG00000135451,1.155645019,0.006600948
ENSG00000150779,0.614811586,0.006663061
ENSG00000119681,0.69539854,0.00674188
ENSG00000081377,0.498145964,0.006779287
ENSG00000110958,0.48822841,0.006787033
ENSG00000166669,0.308233361,0.006844034
ENSG00000104219,0.53816108,0.007014469
ENSG00000145113,2.110686159,0.007015314
ENSG00000186141,0.313383236,0.00716808
ENSG00000147689,2.482419736,0.007391597
ENSG00000204560,-0.202532515,0.007517718
ENSG00000169894,2.322234714,0.007762265
ENSG00000167904,0.418203244,0.007834158
ENSG00000136982,1.049104864,0.007947894
ENSG00000122026,0.811314103,0.008191447
ENSG00000156787,0.512632427,0.008641763
ENSG00000170515,0.638998941,0.00879987
ENSG00000088325,1.076989367,0.008842915
ENSG00000176896,0.455633063,0.009014102
ENSG00000163444,0.640946682,0.00912567
ENSG00000243317,0.851296051,0.009582482
ENSG00000133477,1.18456233,0.009776795
ENSG00000122970,0.717267015,0.009803007
ENSG00000188690,0.392613234,0.009812879
ENSG00000196678,0.627044127,0.009813775
ENSG00000118407,0.990856557,0.009818775
ENSG00000118507,0.524495013,0.009839413
ENSG00000162368,0.417149168,0.010168534
ENSG00000152763,1.339798264,0.010302876
ENSG00000176720,-2.713385773,0.010345276
ENSG00000239779,0.279952519,0.010530056
ENSG00000186687,0.431201695,0.010699128
ENSG00000028839,0.436120413,0.010707316
ENSG00000112335,1.119605293,0.010816324
ENSG00000113389,1.929771562,0.010823343
ENSG00000132676,0.297036065,0.01083
ENSG00000147100,1.383891508,0.010876038
ENSG00000013364,-0.411513975,0.010900651
ENSG00000133393,0.565130435,0.01096357
ENSG00000277462,0.744260922,0.011040798
ENSG00000174442,0.523773424,0.011046741
ENSG00000143195,1.212587933,0.011249734
ENSG00000221883,0.618703579,0.011265811
ENSG00000010017,0.456911199,0.011291494
ENSG00000133195,0.446569061,0.011391298
ENSG00000163918,0.593437133,0.011418481
ENSG00000008952,0.78458942,0.011456891
ENSG00000176208,0.44378924,0.01152705
ENSG00000163322,0.355709591,0.011787033
ENSG00000154328,0.594274587,0.011810312
ENSG00000115289,0.415866308,0.011893866
ENSG00000145741,0.708776605,0.011939488
ENSG00000112077,1.605746079,0.011948204
ENSG00000171132,-0.384651964,0.011997605
ENSG00000196358,-0.809910601,0.012018639
ENSG00000119878,0.353656656,0.012323484
ENSG00000229117,0.70233951,0.012524017
ENSG00000135045,0.712526113,0.012539344
ENSG00000164082,1.20475033,0.012806024
ENSG00000133424,-0.8554008,0.012810102
ENSG00000110619,-0.257003228,0.012872082
ENSG00000180425,0.474144671,0.012919126
ENSG00000137824,0.413396458,0.012926004
ENSG00000143224,0.432552057,0.012928984
ENSG00000100490,0.789115154,0.013026643
ENSG00000138777,0.370234835,0.013063834
ENSG00000081870,0.453346131,0.013069854
ENSG00000204764,0.996639316,0.013135925
ENSG00000055147,0.293536211,0.013170789
ENSG00000198626,1.252280965,0.013235287
ENSG00000214736,0.568416292,0.013339997
ENSG00000142409,-0.476325249,0.013488405
ENSG00000138778,0.74880026,0.013542631
ENSG00000087586,0.571039973,0.013633383
ENSG00000120903,-0.531073864,0.013676588
ENSG00000136897,0.544069981,0.013682608
ENSG00000147896,-0.995859027,0.013780569
